#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	C9_concat_metaphlan_bugs_list	C8_concat_metaphlan_bugs_list	C7_concat_metaphlan_bugs_list	C6_concat_metaphlan_bugs_list	C5_concat_metaphlan_bugs_list	C4_concat_metaphlan_bugs_list	C3_concat_metaphlan_bugs_list	C33_concat_metaphlan_bugs_list	C32_concat_metaphlan_bugs_list	C31_concat_metaphlan_bugs_list	C30_concat_metaphlan_bugs_list	C2_concat_metaphlan_bugs_list	C29_concat_metaphlan_bugs_list	C28_concat_metaphlan_bugs_list	C27_concat_metaphlan_bugs_list	C26_concat_metaphlan_bugs_list	C25_concat_metaphlan_bugs_list	C24_concat_metaphlan_bugs_list	C23_concat_metaphlan_bugs_list	C22_concat_metaphlan_bugs_list	C21_concat_metaphlan_bugs_list	C20_concat_metaphlan_bugs_list	C1_concat_metaphlan_bugs_list	C19_concat_metaphlan_bugs_list	C18_concat_metaphlan_bugs_list	C17_concat_metaphlan_bugs_list	C16_concat_metaphlan_bugs_list	C15_concat_metaphlan_bugs_list	C14_concat_metaphlan_bugs_list	C13_concat_metaphlan_bugs_list	C12_concat_metaphlan_bugs_list	C11_concat_metaphlan_bugs_list	C10_concat_metaphlan_bugs_list	B9_concat_metaphlan_bugs_list	B8_concat_metaphlan_bugs_list	B7_concat_metaphlan_bugs_list	B79_concat_metaphlan_bugs_list	B78_concat_metaphlan_bugs_list	B77_concat_metaphlan_bugs_list	B76_concat_metaphlan_bugs_list	B75_concat_metaphlan_bugs_list	B74_concat_metaphlan_bugs_list	B73_concat_metaphlan_bugs_list	B72_concat_metaphlan_bugs_list	B71_concat_metaphlan_bugs_list	B70_concat_metaphlan_bugs_list	B6_concat_metaphlan_bugs_list	B69_concat_metaphlan_bugs_list	B68_concat_metaphlan_bugs_list	B67_concat_metaphlan_bugs_list	B66_concat_metaphlan_bugs_list	B65_concat_metaphlan_bugs_list	B64_concat_metaphlan_bugs_list	B63_concat_metaphlan_bugs_list	B62_concat_metaphlan_bugs_list	B61_concat_metaphlan_bugs_list	B60_concat_metaphlan_bugs_list	B5_concat_metaphlan_bugs_list	B59_concat_metaphlan_bugs_list	B58_concat_metaphlan_bugs_list	B57_concat_metaphlan_bugs_list	B56_concat_metaphlan_bugs_list	B55_concat_metaphlan_bugs_list	B54_concat_metaphlan_bugs_list	B53_concat_metaphlan_bugs_list	B52_concat_metaphlan_bugs_list	B51_concat_metaphlan_bugs_list	B50_concat_metaphlan_bugs_list	B4_concat_metaphlan_bugs_list	B49_concat_metaphlan_bugs_list	B48_concat_metaphlan_bugs_list	B47_concat_metaphlan_bugs_list	B46_concat_metaphlan_bugs_list	B45_concat_metaphlan_bugs_list	B44_concat_metaphlan_bugs_list	B43_concat_metaphlan_bugs_list	B42_concat_metaphlan_bugs_list	B41_concat_metaphlan_bugs_list	B40_concat_metaphlan_bugs_list	B3_concat_metaphlan_bugs_list	B39_concat_metaphlan_bugs_list	B38_concat_metaphlan_bugs_list	B37_concat_metaphlan_bugs_list	B36_concat_metaphlan_bugs_list	B35_concat_metaphlan_bugs_list	B34_concat_metaphlan_bugs_list	B33_concat_metaphlan_bugs_list	B32_concat_metaphlan_bugs_list	B31_concat_metaphlan_bugs_list	B30_concat_metaphlan_bugs_list	B2_concat_metaphlan_bugs_list	B29_concat_metaphlan_bugs_list	B28_concat_metaphlan_bugs_list	B27_concat_metaphlan_bugs_list	B26_concat_metaphlan_bugs_list	B25_concat_metaphlan_bugs_list	B24_concat_metaphlan_bugs_list	B23_concat_metaphlan_bugs_list	B22_concat_metaphlan_bugs_list	B21_concat_metaphlan_bugs_list	B20_concat_metaphlan_bugs_list	B1_concat_metaphlan_bugs_list	B19_concat_metaphlan_bugs_list	B18_concat_metaphlan_bugs_list	B17_concat_metaphlan_bugs_list	B16_concat_metaphlan_bugs_list	B15_concat_metaphlan_bugs_list	B14_concat_metaphlan_bugs_list	B13_concat_metaphlan_bugs_list	B12_concat_metaphlan_bugs_list	B11_concat_metaphlan_bugs_list	B10_concat_metaphlan_bugs_list	A9_concat_metaphlan_bugs_list	A8_concat_metaphlan_bugs_list	A7_concat_metaphlan_bugs_list	A79_concat_metaphlan_bugs_list	A78_concat_metaphlan_bugs_list	A77_concat_metaphlan_bugs_list	A76_concat_metaphlan_bugs_list	A75_concat_metaphlan_bugs_list	A74_concat_metaphlan_bugs_list	A73_concat_metaphlan_bugs_list	A72_concat_metaphlan_bugs_list	A71_concat_metaphlan_bugs_list	A70_concat_metaphlan_bugs_list	A6_concat_metaphlan_bugs_list	A69_concat_metaphlan_bugs_list	A68_concat_metaphlan_bugs_list	A67_concat_metaphlan_bugs_list	A66_concat_metaphlan_bugs_list	A65_concat_metaphlan_bugs_list	A64_concat_metaphlan_bugs_list	A63_concat_metaphlan_bugs_list	A62_concat_metaphlan_bugs_list	A61_concat_metaphlan_bugs_list	A60_concat_metaphlan_bugs_list	A5_concat_metaphlan_bugs_list	A59_concat_metaphlan_bugs_list	A58_concat_metaphlan_bugs_list	A57_concat_metaphlan_bugs_list	A56_concat_metaphlan_bugs_list	A55_concat_metaphlan_bugs_list	A54_concat_metaphlan_bugs_list	A53_concat_metaphlan_bugs_list	A52_concat_metaphlan_bugs_list	A51_concat_metaphlan_bugs_list	A50_concat_metaphlan_bugs_list	A4_concat_metaphlan_bugs_list	A49_concat_metaphlan_bugs_list	A48_concat_metaphlan_bugs_list	A47_concat_metaphlan_bugs_list	A46_concat_metaphlan_bugs_list	A45_concat_metaphlan_bugs_list	A44_concat_metaphlan_bugs_list	A43_concat_metaphlan_bugs_list	A42_concat_metaphlan_bugs_list	A41_concat_metaphlan_bugs_list	A40_concat_metaphlan_bugs_list	A3_concat_metaphlan_bugs_list	A39_concat_metaphlan_bugs_list	A38_concat_metaphlan_bugs_list	A37_concat_metaphlan_bugs_list	A36_concat_metaphlan_bugs_list	A35_concat_metaphlan_bugs_list	A34_concat_metaphlan_bugs_list	A33_concat_metaphlan_bugs_list	A32_concat_metaphlan_bugs_list	A31_concat_metaphlan_bugs_list	A30_concat_metaphlan_bugs_list	A2_concat_metaphlan_bugs_list	A29_concat_metaphlan_bugs_list	A28_concat_metaphlan_bugs_list	A27_concat_metaphlan_bugs_list	A26_concat_metaphlan_bugs_list	A25_concat_metaphlan_bugs_list	A24_concat_metaphlan_bugs_list	A23_concat_metaphlan_bugs_list	A22_concat_metaphlan_bugs_list	A21_concat_metaphlan_bugs_list	A20_concat_metaphlan_bugs_list	A1_concat_metaphlan_bugs_list	A19_concat_metaphlan_bugs_list	A18_concat_metaphlan_bugs_list	A17_concat_metaphlan_bugs_list	A16_concat_metaphlan_bugs_list	A15_concat_metaphlan_bugs_list	A14_concat_metaphlan_bugs_list	A13_concat_metaphlan_bugs_list	A12_concat_metaphlan_bugs_list	A11_concat_metaphlan_bugs_list	A10_concat_metaphlan_bugs_list
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis	2|256845|1313211|278082|255528|172900|172901	0	0	0	0	0	0.64327	0.03621	0.030139999999999997	0	0	0	0.12935	0.009859999999999999	0	0.03486	0.20931	0	0	1.05567	0.04493	0.020309999999999998	0	0.00349	0	0.40626999999999996	0	0.37868	0	0.00054	0.0831	0	0	0	0.00698	0.052410000000000005	0	0	0	0	0	0.059370000000000006	0.02043	0.07226	0.29509	0	0	0.07991000000000001	0	0	0	0.009059999999999999	0.44881000000000004	0	0.14918	0.11752	0.17568	0.35474	0	0.12227	0	0	0.0069700000000000005	0.07456	0	0.50481	0.0148	0	0.24583000000000002	0.34524	0.34722	0	0.18118	0.4815	0	0.12693	0.94557	0.01779	0.05662999999999999	0.17793	0	0	0	0	0.0011099999999999999	0	0	0.0248	0.32249	0	0	0	0	0.53463	0.24475	0	0	0	0	0	0	0.0181	0.62095	0.44993999999999995	0.2002	0.00782	0.08004	0.02707	0.18911	0.0034100000000000003	0	0.13497	0	0	0	0	0	1.81565	0	0	0.2026	0	0	0	0.14714000000000002	1.60751	0	0	0.88751	0.31268	0	0	0	1.18095	0	0.05702	0.7678	0	0	0.01907	0	0.39538	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48858	0.028569999999999998	0.036910000000000005	0.05654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06444	0.19255	0	0	0	0	0	0	0	0	0	0	0.07178999999999999	0	0	0	0.01772
k__Bacteria|p__Proteobacteria	2|1224	4.88509	1.0003	1.45785	2.54524	0.13915	0.86349	2.23219	1.8253599999999999	11.27793	2.10176	8.74554	0.81298	0.5305300000000001	1.8320299999999998	10.97001	3.09069	3.8934300000000004	1.08381	5.98845	0.24741999999999997	15.482420000000001	17.87425	14.77048	15.04945	1.7825900000000001	1.00725	0.39579000000000003	2.3401	36.84847	0.9949	0.9018299999999999	2.42868	2.10622	16.41105	0.24201999999999999	0.38616999999999996	0.6201399999999999	0.81545	0.8701200000000001	3.15836	0.35822	2.39184	1.54003	1.69402	7.75214	1.93828	1.19125	2.6916700000000002	0	0.58512	18.793110000000002	3.609	1.93658	0.41968	1.27637	13.605329999999999	2.53662	4.912669999999999	1.00519	3.7882800000000003	2.4029599999999998	4.9690199999999995	0.73669	1.46859	1.5084600000000001	0.71203	9.568810000000001	6.665760000000001	18.58266	12.241710000000001	0.57444	0.28463	19.96656	1.90553	0.09769	0.8718	0.36427	0.07292	1.2604899999999999	1.46508	5.09468	0.52647	1.35463	3.1621200000000003	0.88451	0.9380700000000001	13.592870000000001	9.17965	0.8603700000000001	5.05358	1.2037200000000001	1.08481	4.02257	11.01885	20.32379	1.85235	1.02252	0.73011	0.50475	0	5.35593	8.155330000000001	1.32471	2.07895	0.99741	31.636359999999996	12.786719999999999	0.84916	7.205660000000001	0.41198	54.61766	0.47651000000000004	1.6276	0	1.32145	0.19085	1.22634	0.5704600000000001	2.20764	1.31102	1.37804	0.77958	0.44948999999999995	6.04096	1.23633	1.55877	32.13329	1.45241	0.39658000000000004	0.39832	0.6156699999999999	2.1650099999999997	3.5080400000000003	0.2964	0.33873000000000003	3.28786	1.35824	0.87834	0.09355	2.9473599999999998	0.47462	0.1791	0.11657999999999999	2.48538	0.89186	1.5809	0.76679	0.26824000000000003	0.9767299999999999	0.9869100000000001	1.75735	22.72681	1.0075100000000001	19.06159	0.52361	0	0.11282	1.27003	0.79393	2.91507	0.03337	7.50445	3.91426	0.32684	4.07535	0.5865600000000001	1.74627	0	4.08169	3.0188900000000003	0.9377200000000001	0.35816	0.45893999999999996	5.05536	1.89445	1.8489	2.00255	4.084	0.92514	8.73307	0.37404	0.72336	0	0.73397	0	1.9781099999999998	5.55294	0.34534000000000004	3.4789	0.51662	11.66271
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0	0.02506	0	0	0	0	0.01828	0.03092	0.0069	0	0.014509999999999999	0.046	0	0	2.2591	0	0.22221999999999997	0	0.22866999999999998	0	0	0	0.08517999999999999	0	0	0.00992	0	0	0.00445	0.00595	0.013430000000000001	0.19984000000000002	0.0113	0.1724	0	0	0	0.75944	0	0	0	0	0	0	0.0226	0	0.01871	0.00999	0	0	0.04066	0	0	0	0.01569	3.04866	2.12794	0	0	0	0	0.01653	0	0	0.00586	0.12459	0.11235	0	0	0	0.17267000000000002	0	0.15617999999999999	0	0	0.0044399999999999995	0	0	0	0.1033	0.31998000000000004	0.14115	0	2.31296	0	0.00498	0	1.01536	0	2.1934400000000003	0	0.41118000000000005	0.6502100000000001	0	0.04653	0.0264	0	0	0	0	0.006229999999999999	0	0	0.9987799999999999	0.03823	0	0.47288	0	0	0	0	0.09236	1.5835700000000001	0	0.11609000000000001	0	0	0	0	0	0	0.77248	0	0	0	0.75564	6.24391	0.19003	0	0.03669	0.04937	0.0854	0	0	0	0	0	0	0	0.049	0.020640000000000002	0	0	1.2519799999999999	0.03247	0	0	0	0	0.03685	1.73934	0.3536	0.04023	0	0.14907	0	0	0.09792000000000001	0.34738	2.2155400000000003	0	0.3438	0	0.22264	0	0.0431	0	0	0	0	0	0.03383	0.38765	0.94186	0	0	0	1.6683400000000002	0.08611	0.1527	0	0	0	0	0	0.07067999999999999	0.13418	0.03965	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0	0.02506	0	0	0	0	0.01828	0	0	0	0.014509999999999999	0.046	0	0	2.2591	0	0.22221999999999997	0	0.22866999999999998	0	0	0	0.08517999999999999	0	0	0.00992	0	0	0.00445	0	0.013430000000000001	0.19984000000000002	0.0113	0.1724	0	0	0	0.75944	0	0	0	0	0	0	0.0226	0	0.01871	0.00999	0	0	0	0	0	0	0.01569	3.04866	2.12794	0	0	0	0	0.01653	0	0	0.00586	0.12459	0.11235	0	0	0	0.17267000000000002	0	0.15617999999999999	0	0	0.0044399999999999995	0	0	0	0.1033	0.31998000000000004	0.14115	0	2.31296	0	0.00498	0	1.01536	0	2.1934400000000003	0	0.41118000000000005	0.6502100000000001	0	0.04653	0.0264	0	0	0	0	0.006229999999999999	0	0	0.9987799999999999	0.03823	0	0.47288	0	0	0	0	0.09236	1.5835700000000001	0	0.11609000000000001	0	0	0	0	0	0	0.77248	0	0	0	0.75564	6.24391	0.19003	0	0.03669	0.04937	0.0854	0	0	0	0	0	0	0	0.049	0.020640000000000002	0	0	1.2519799999999999	0.03247	0	0	0	0	0.03685	1.73934	0.3536	0.04023	0	0.14907	0	0	0.09792000000000001	0.34738	2.2155400000000003	0	0.3438	0	0.22264	0	0.0431	0	0	0	0	0	0.03383	0.38765	0.94186	0	0	0	1.6683400000000002	0.08611	0.1527	0	0	0	0	0	0.07067999999999999	0.13418	0.03965	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	2|1224|28216|80840|119060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia	2|1224|28216|80840|119060|47670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_mirabilis	2|1224|28216|80840|119060|47670|47671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	2|1224|28216|80840|80864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19984000000000002	0.00701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6502100000000001	0	0	0	0	0	0	0	0	0	0	0.9987799999999999	0	0	0	0	0	0	0	0	0	0	0.11609000000000001	0	0	0	0	0	0	0	0	0	0	0	6.24391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas	2|1224|28216|80840|80864|283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19984000000000002	0.00701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6502100000000001	0	0	0	0	0	0	0	0	0	0	0.9987799999999999	0	0	0	0	0	0	0	0	0	0	0.11609000000000001	0	0	0	0	0	0	0	0	0	0	0	6.24391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_kerstersii	2|1224|28216|80840|80864|283|225992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19984000000000002	0.00701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6502100000000001	0	0	0	0	0	0	0	0	0	0	0.9987799999999999	0	0	0	0	0	0	0	0	0	0	0.11609000000000001	0	0	0	0	0	0	0	0	0	0	0	6.24391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	2|1224|28216|80840|75682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03965	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter	2|1224|28216|80840|75682|846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03965	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes	2|1224|28216|80840|75682|846|847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03965	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2|1224|28216|80840|995019	0	0.02506	0	0	0	0	0.01828	0	0	0	0.014509999999999999	0.046	0	0	0	0	0.22221999999999997	0	0.22866999999999998	0	0	0	0.08517999999999999	0	0	0.00992	0	0	0.00329	0	0.013430000000000001	0	0.00428	0.1724	0	0	0	0.75944	0	0	0	0	0	0	0.0226	0	0.01871	0	0	0	0	0	0	0	0.01569	3.04866	2.12794	0	0	0	0	0.01653	0	0	0.00586	0.033260000000000005	0.11235	0	0	0	0.17267000000000002	0	0.15617999999999999	0	0	0.0044399999999999995	0	0	0	0.1033	0.31998000000000004	0.14115	0	2.31296	0	0.00498	0	1.01536	0	2.1934400000000003	0	0.41118000000000005	0	0	0.04653	0.0264	0	0	0	0	0.006229999999999999	0	0	0	0.03823	0	0.47288	0	0	0	0	0.09236	1.5835700000000001	0	0	0	0	0	0	0	0	0.77248	0	0	0	0.75564	0	0.19003	0	0.03669	0.04937	0.0854	0	0	0	0	0	0	0	0.049	0.020640000000000002	0	0	1.2519799999999999	0.03247	0	0	0	0	0.03685	1.73934	0.3536	0.04023	0	0.14907	0	0	0.09792000000000001	0.34738	2.2155400000000003	0	0.3438	0	0.22264	0	0.0431	0	0	0	0	0	0.03383	0.38765	0.94186	0	0	0	1.6683400000000002	0.08611	0.1527	0	0	0	0	0	0.07067999999999999	0.13418	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	2|1224|28216|80840|995019|577310	0	0.02506	0	0	0	0	0.01828	0	0	0	0	0.04261	0	0	0	0	0.22221999999999997	0	0.22866999999999998	0	0	0	0.08091	0	0	0	0	0	0	0	0	0	0	0.1724	0	0	0	0.7382	0	0	0	0	0	0	0.0226	0	0	0	0	0	0	0	0	0	0	3.04866	2.11958	0	0	0	0	0.01653	0	0	0	0	0.11235	0	0	0	0.17267000000000002	0	0.15617999999999999	0	0	0	0	0	0	0.09587999999999999	0	0.14115	0	2.1931700000000003	0	0	0	0.97985	0	2.09413	0	0.41118000000000005	0	0	0.04653	0	0	0	0	0	0	0	0	0	0.03823	0	0.42428999999999994	0	0	0	0	0.08142	1.5835700000000001	0	0	0	0	0	0	0	0	0	0	0	0	0.74417	0	0.19003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2372299999999998	0.03247	0	0	0	0	0	1.7009900000000002	0.3536	0	0	0.0863	0	0	0.09792000000000001	0.34738	2.1393299999999997	0	0.3438	0	0.22264	0	0	0	0	0	0	0	0.03383	0.38765	0.94186	0	0	0	1.57948	0.08611	0.1527	0	0	0	0	0	0.0527	0.13418	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	2|1224|28216|80840|995019|577310|487175	0	0.02506	0	0	0	0	0.01828	0	0	0	0	0.04261	0	0	0	0	0.22221999999999997	0	0.22866999999999998	0	0	0	0.08091	0	0	0	0	0	0	0	0	0	0	0.1724	0	0	0	0.7382	0	0	0	0	0	0	0.0226	0	0	0	0	0	0	0	0	0	0	3.04866	2.11958	0	0	0	0	0.01653	0	0	0	0	0.11235	0	0	0	0.17267000000000002	0	0.15617999999999999	0	0	0	0	0	0	0.09587999999999999	0	0.14115	0	2.1931700000000003	0	0	0	0.97985	0	2.09413	0	0.41118000000000005	0	0	0.04653	0	0	0	0	0	0	0	0	0	0.03823	0	0.42428999999999994	0	0	0	0	0.08142	1.5835700000000001	0	0	0	0	0	0	0	0	0	0	0	0	0.74417	0	0.19003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2372299999999998	0.03247	0	0	0	0	0	1.7009900000000002	0.3536	0	0	0.0863	0	0	0.09792000000000001	0.34738	2.1393299999999997	0	0.3438	0	0.22264	0	0	0	0	0	0	0	0.03383	0.38765	0.94186	0	0	0	1.57948	0.08611	0.1527	0	0	0	0	0	0.0527	0.13418	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	2|1224|28216|80840|995019|40544	0	0	0	0	0	0	0	0	0	0	0.014509999999999999	0.00339	0	0	0	0	0	0	0	0	0	0	0.00427	0	0	0.00992	0	0	0.00329	0	0.013430000000000001	0	0.00428	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01871	0	0	0	0	0	0	0	0.01569	0	0	0	0	0	0	0	0	0	0.00586	0.033260000000000005	0	0	0	0	0	0	0	0	0	0.0044399999999999995	0	0	0	0.00742	0.31998000000000004	0	0	0	0	0.00498	0	0	0	0	0	0	0	0	0	0.0264	0	0	0	0	0.006229999999999999	0	0	0	0	0	0	0	0	0	0	0.01094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03669	0.04937	0.0854	0	0	0	0	0	0	0	0	0.020640000000000002	0	0	0	0	0	0	0	0	0.03685	0	0	0.04023	0	0.06277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
