A1	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A2	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A3	A30	A31	A32	A33	A34	A35	A36	A37	A38	A39	A4	A40	A41	A42	A43	A44	A45	A46	A47	A48	A49	A5	A50	A51	A52	A53	A54	A55	A56	A57	A58	A59	A6	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A7	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A8	A9	B1	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B2	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B3	B30	B31	B32	B33	B34	B35	B36	B37	B38	B39	B4	B40	B41	B42	B43	B44	B45	B46	B47	B48	B49	B5	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B6	B60	B61	B62	B63	B64	B65	B66	B67	B68	B69	B7	B70	B71	B72	B73	B74	B75	B76	B77	B78	B79	B8	B9	C1	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C2	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C3	C30	C31	C32	C33	C4	C5	C6	C7	C8	C9
s__CAG-269 sp900552555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1665	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	5529	0	0	0	0	0	0	0	1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0	0	0	0	323	0	0	2068
s__Streptococcus sp001587175	806	0	0	0	0	0	0	0	0	1545	0	0	0	0	0	0	0	0	0	0	622	0	0	0	0	0	2542	0	0	0	0	490	443	0	0	0	0	0	0	0	1156	0	0	0	0	0	0	0	615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	588	0	0	0	0	0	0	330	0	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	779	0	0	0	0	0	0	0
s__C941 sp002476625	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	289	265	603	0	266	0	0	0	0	0	0	0	0	0	0	0	695	255	0	367	0	0	0	0	884	0	0	0	0	0	0	0	0	311	0	0	0	706	0	0	0	0	0	0	0	0	0	517	0	0	0	0	0	0	0	0	374	331	0	0	0	0	1892	0	0	0	365	0	1598	0	0	0	0	0	0	0	0	0	0	0	603	0	0	0	0	0	386	0	0	563	425	424	445	0	0
s__RF16 sp002440265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	1040	0	0	10411	0	0	0	0	0
s__Prevotella sp002353975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	281	0	0	553	0	0	0	351	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	516	0	0	0	0	0	0	0	0	0	0	0	1447	0	0	278	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1171	0	362	0	0	0	404	0	0	0	0	0	0	0	436	0	0	334	0	0	0	0	0	0	0	0	0	0	335	271	0	0	0	0	0	0	0	0	1023	0	0	306	0	0	0	321	0	0	0	463	0	0	0	505	0	0	0	0	0	1081	0	0	0	0	0	0	0	0	0	0	0	382	607	642	0	0
s__Collinsella sp900556285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	844	0	2864	0	0	0	0	0	0	0	1741	0	0	0	0	2372	0	0	0	0	0	0	0	0	0	1612
s__RC9 sp002320605	0	0	0	0	0	0	0	0	0	0	1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	264	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1152	1095	0	0	421	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0	0	385	0	0	1004	0	0	283	482	330	265	970	0	0	0	783	0	0	0	0	0	0	0	285	0	0	0	0	479	839	0	0	0	0	714	343	0	495	0	0
s__CAG-279 sp900541555	0	0	0	0	0	0	0	0	0	0	0	0	0	13085	0	0	0	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Phocaeicola sp900540105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3032	0	0	0	0	662	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	1416	409	304	0	403	0	2225	0	0	1487	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	356	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	370	361	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	452	0	0	0	0	0	0	0	255	0	0
s__Prevotellamassilia sp004562975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	334	0	0	0	0	0	0	0	0	330	371	0	0	0	0	0	0	0	2543	0	0	0	0	0	0	0	0	0	0	0	0	0	958	0	0	0	0	0	0	0	0	489	0	278	332	449	0	0	0	0	0	0	0	0	1424	0	0	0	0	644	0	0	0	318	0	445	0	0	0	616	0	0	552	0	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	0	556	0	0	0	0	433	0	0	335	0	0	0	0	0	0	470
s__CAG-145 sp002320005	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	0	448	684	0	0	0	367	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	0	310	347	373	490	0	520	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699	0	326	560	0	307	0	0	0	0	0	588	0	0	330	407	0	0	882	0	0	321	319	0	0	0	0	0	0	0	517	0	293	513	0	0	0	0	729	0	0	0	470	523
s__Prevotella sp900314995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	295	0	358	307	0	0	664	0	0	0	0	0	251	0	0	0	308	0	0	404	0	0	0	359	0	0	0	0	0	0	342	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	375	0	0	322	262	0	0	413	570	0	0	0	0	0	282	0	275	0	0	444	0	0	1009	662	845	0	0	398	0	0	0	0	0	0	0	452	0	318	0	0	0	0	0	0	811	0	312	0	0	584	695	506	340	0
s__UBA5446 sp900546615	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	379	391	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	385	1083	341	0	521	0	486	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	563	0	0	312	0	0	309	0	0	0	404	0	0	390	0	0	0	277	0	432	0	0	0	0	0	0	0	0	380	0	0	0	0	635	0	0	0	366	2401
s__UBA3631 sp900544605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	843	653	0	576	909	0	0	0	0	0	0	0	0	0	0	0	263	0	0	2022	0	0	0	708	0	0	0	0	0	0	3569	0	0	0	0	0	0	0	0	0	0	0	0	0	3336
s__OLMS01 sp900292045	0	0	420	0	0	0	316	0	0	0	0	0	0	0	0	0	0	470	0	0	0	0	0	0	533	0	0	0	0	0	270	685	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	1197	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	471	0	352	0	0	0	713	343	0	359	0	0	0	0	0	0	295	0	0	0	0	0	0	526	0	0	705	0	0	0	0	0	383	429	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1083	342	0	329	0	0	324	0	0	0	0	0	434	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0
s__CAG-95 sp000403495	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0	0	0	485	0	0	0	257	504	0	0	253	0	0	0	0	374	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	494	450	0	0	432	666	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	308	354	0	0	0	0	0	0	0	0	0	0	344	547	0	0	696	0	0	0	0	0	598	0	0	0	0	0	398	0	0	1009	0	467	0	0	837	0	0	0	412	1935
s__Prevotella sp002298815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	373	0	0	0	0	0	0	358	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	384	384	0	0	345	0	0	0	0	0	0	0	0	414	0	0	0	0	4457	0	0	263	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	328	0	492	0	493	318	0	341	0	0	0	0	0	0	0	0	0	0	480	0	0	0	380	0	319	552	0	0	0	0	798	363	352	0	0
s__RC9 sp004556005	0	457	0	0	0	0	0	0	0	0	754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	806	0	0	947	0	0	294	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	368	0	0	0	1843	0	0	0	0	615	521	1146	0	0	0	0	0	0	0	0	0	0	0	0	0	541	839	0	865	0	0	0	0	0	1829	0	0	496	0	0
s__Prevotella sp900316565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	966	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	490	0	0	262	375	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	312	0	631	0	0	0	0	0	328	0	0	0	0	637	0	0	317	0	0	0	0	0	0	0	284	0	0	0	0	0	282	0	312	344	0	0	0	0	989	0	0	0	0	0	0	0	820	440	414	0	0	464	326	0	0	0	0	286	0	0	0	463	0	0	0	283	0	0	329	0	0	0	0	830	645	585	0	0
s__UBA9502 sp900540335	0	0	0	0	0	0	0	0	0	0	0	0	0	1385	0	0	0	1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1281	0	0	0	0	7535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	949	0
s__Prevotella sp002316005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	314	0	0	0	365	0	0	298	684	0	0	255	0	0	0	0	0	0	0	0	0	341	0	0	298	0	0	0	0	0	0	0	449	0	0	0	0	270	0	0	308	0	0	254	0	0	0	0	0	0	0	291	276	0	0	348	609	0	0	0	0	0	518	0	383	529	0	0	0	0	834	554	0	0	0	501	333	0	0	0	0	396	0	0	0	484	0	254	0	392	0	0	442	0	257	0	0	733	920	367	0	0
s__Porphyromonas_A somerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3179	0	0	0	0	0	1965	0	0	0	0	0	0	0	418	0	0	0	787	0	0	0	0	0	0	0	0	0	0	0	0	4600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Kluyvera georgiana_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1561	0	558	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	438	0	0	0	0	0	0	321	999	0	0	0	0	0	0	0	0	0	0	0	0	1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4743	529	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301
s__Fournierella sp002159185	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	543	0	0	0	406	0	0	0	0	0	0	0	252	0	264	358	0	0	0	383	467	0	0	0	480	0	268	0	0	0	0	0	0	0	1240	330	0	0	0	0	487	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	321	463	0	0	0	0	0	282	0	531	0	0	0	0	0	318	295	0	516	0	577	346	0	0	282	0	0	0	0	0	0	490	0	0	0	0	266	0	0	0	484	338
s__CAG-83 sp002392625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	283	0	442	394	0	310	0	272	0	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	297	0	0	376	587	331	0	409	0	303	0	0	0	0	0	0	0	0	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	0	0	513	0	0	379	315	0	450	0	0	282	462	0	0	290	0	0	0	801	0	318	0	0	0	0	0	0	0	399	953	0	0	0	0	891	0	0	0	273	682
s__Collinsella sp900556675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	470	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	289	0	0	649	0	0	348	572	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	642	0	295	2422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	0	0	0	0	614	0	0	0	0	0	268	381	0	0	422	0	264	0	395	0	0	0	310	0	0	0	0	0	0	301	0	0	0	0	275	0	0	379	360	1801
s__Parabacteroides sp002159645	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	0	0	0	0	286	0	0	0	0	0	0	0	0	1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1383	0	0	0	321	0	430	0	0	610	0	0	0	0	0	0	0	0	541	0	0	631	0	0	0	0	384	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	753	372	0	0	317	892	459	0	386	0	0	0	0	0	0	0	0	0	636	0	0	0	885	0	356	0	0	0	0	0	300	0	0	0
s__Prevotella jejuni	0	0	0	0	0	0	0	305	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	252	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	309	0	0	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	352	324	0	0	0	0	0	0	259	0	262	0	0	250	0	0	0	0	0	0	333	0	0	0	391	303	0	263	280	569	265	0	421	0	0	0	0	431	255	0	0	0	0	1014	261	341	553	0	423	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	285	0	0	0	263	330	368	822	335	0	0
s__RC9 sp900316045	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781	0	0	0	627	0	441	0	0	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	325	0	0	0	1224	940	0	1230	0	0	0	378	0	0	0	0	0	0	0	0	903	0	0	0	0	0	470	0	1136	0	0	313	334	0	323	477	0	962	0	0
s__Ruminococcus flavefaciens_S	0	0	0	0	0	0	0	0	0	0	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	577	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592	476	0	0	0	0	0	0	0	0	0	0	1806	995	0	0	1378	0	0	0	547	546	0	0	0	0	0	0	0	0	0	1034	356	0	0	0	563	0	0	567	0	424
s__Phil12 sp900315335	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1347	0	0	0	0	0	0	0	0	0	322	0	0	271	0	0	0	0	0	0	356	0	0	0	0	0	806	0	374	1271	0	0	0	0	0	0	0	0	0	0	592	0	0	260	0	0	0	0	0	0	0	0	0	0	0	559	662	293	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	559	1049	432	0	0	0	814	0	0	0	0	0	0	0	0	0	0	421	468	0	0	0	0	0	0	0	0	274	0	267	0	280	0	0
s__Coprobacillus cateniformis	0	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	1078	0	0	0	0	0	0	1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653	0	0	0	0	0	0	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2231	0	0	0	0	0	0	0	0	298	0	0	0	0	0	785	849	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	1526	0	0	0	0	0	0	0	0	0	0	0	0	0	315	1472
s__CAG-485 sp000437495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7820	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	457	0	0	465	0	0	0	0	0	0	360	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1130	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	316	0	0	319	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
