Sample	Bin	Site	NCBI species	GTDB taxonomy	Completeness	Contamination	Strain heterogeneity	Size (Mb)	N50 (Kb)	# genes	# tRNA	# 16S rRNA	# 23S rRNA	# 5S rRNA	dRep 95% sANI rep (cohort)	dRep 95% sANI rep (cohort plus UHGG species reps)	FastANI to closest UHGG genome	Novel compared to UHGG
bushbuckridge_59	18	Bushbuckridge	Prevotella sp. CAG:873	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001701165	96.98	0	0	2.48	44.581	1972	39	0	0	0	TRUE	FALSE	97.6255	FALSE
bushbuckridge_59	31	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__CAG-1024;s__CAG-1024 sp000432015	95.81	0.81	0	2.18	84.25	2028	40	0	0	0	FALSE	FALSE	98.9736	FALSE
bushbuckridge_59	33	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	97.23	0.39	0	2.02	17.12	1857	26	0	0	1	FALSE	FALSE	98.1048	FALSE
bushbuckridge_59	36	Bushbuckridge	Escherichia coli	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri	82.05	2.21	28.57	3.61	2.972	3521	26	0	0	0	FALSE	FALSE	99.6342	FALSE
bushbuckridge_59	39	Bushbuckridge	Clostridia bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	77.63	0.88	50	1.3	2.741	1285	8	0	0	0	FALSE	FALSE	98.197	FALSE
bushbuckridge_59	5	Bushbuckridge	Dialister sp.	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475	99.37	0.63	0	2.09	12.162	1722	45	0	0	0	FALSE	FALSE	96.3474	FALSE
bushbuckridge_59	69	Bushbuckridge	Unclassified	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__MX-02;s__MX-02 sp006954405	89.07	0.47	0	1.17	3.751	1287	29	0	0	1	FALSE	FALSE	97.8112	FALSE
bushbuckridge_59	73	Bushbuckridge	Prevotella sp.	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003447235	94.47	0	0	2.58	35.968	2008	41	0	1	1	FALSE	FALSE	97.8144	FALSE
bushbuckridge_59	91	Bushbuckridge	Clostridium sp. CAG:413	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775	97.05	0	0	2.18	72.942	1937	37	0	0	1	FALSE	FALSE	99.0655	FALSE
bushbuckridge_59	bin.20	Bushbuckridge	uncultured bacterium	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__RUG572;s__RUG572 sp900547945	75	2.36	33.33	2.76	6.473	2131	39	0	0	0	FALSE	FALSE	98.2829	FALSE
bushbuckridge_59	bin.25	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515	89.14	0.93	50	1.41	24.802	1257	32	0	0	0	FALSE	FALSE	98.0437	FALSE
bushbuckridge_59	bin.29_sub	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900549485	85.74	0.67	100	2.17	21.68	2015	27	0	0	1	TRUE	FALSE	99.02	FALSE
bushbuckridge_59	bin.33	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	93.81	2.46	25	3.45	41.932	2734	43	1	0	0	FALSE	FALSE	98.2322	FALSE
bushbuckridge_59	bin.39	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp900545805	90.94	1.2	100	1.85	49.743	1733	42	0	0	2	FALSE	FALSE	98.6289	FALSE
bushbuckridge_59	bin.48	Bushbuckridge	uncultured bacterium	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__UBA1407;g__UBA1724;s__UBA1724 sp900548225	89.19	0.68	0	2.23	37.5	1744	46	0	0	0	TRUE	FALSE	98.4783	FALSE
bushbuckridge_59	bin.50	Bushbuckridge	Ruminococcus champanellensis 18P13 = JCM 17042	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_F;s__Ruminococcus_F champanellensis	97.15	1.01	0	2.22	23	2044	32	0	0	1	FALSE	FALSE	99.4418	FALSE
bushbuckridge_59	bin.6	Bushbuckridge	Bacteroidales bacterium UBA4621	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__RF16 sp900556095	94.89	0.54	0	2.22	43.228	1817	35	0	0	0	FALSE	FALSE	97.9585	FALSE
bushbuckridge_59	maxbin.014_sub	Bushbuckridge	Bacteroides sp. CAG:1060	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000432655	88.92	2.03	10	1.91	20.078	1710	43	1	12	2	FALSE	FALSE	97.906	FALSE
bushbuckridge_60	2	Bushbuckridge	Prevotellaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis	90.66	1.43	25	2.6	7.801	1989	38	0	0	0	FALSE	FALSE	97.3513	FALSE
bushbuckridge_60	30	Bushbuckridge	Lentisphaeria bacterium	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis sp900550905	75.46	4.05	11.11	3.35	2.813	2997	28	0	0	0	FALSE	FALSE	98.4131	FALSE
bushbuckridge_60	35	Bushbuckridge	Desulfovibrio piger	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio piger	77.34	0.62	0	1.89	2.832	1734	25	0	0	0	TRUE	FALSE	98.8503	FALSE
bushbuckridge_60	42	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	95.08	2.14	42.86	3.47	228.79	2678	44	0	0	0	FALSE	FALSE	98.4318	FALSE
bushbuckridge_60	55	Bushbuckridge	Methanomassiliicoccaceae archaeon DOK	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__	77.45	4.84	14.29	1.5	2.609	1933	37	0	0	1	FALSE	FALSE	98.0395	FALSE
bushbuckridge_60	79	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515	92.64	0.7	0	1.57	249.507	1412	51	0	1	1	FALSE	FALSE	97.998	FALSE
bushbuckridge_60	bin.10_sub	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900546415	87.54	4.05	25	1.78	8.435	1568	20	0	0	0	TRUE	FALSE	98.3182	FALSE
bushbuckridge_60	bin.21	Bushbuckridge	Oscillibacter sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900313295	87.58	0.84	50	1.81	27.914	1684	35	0	0	1	FALSE	FALSE	98.7054	FALSE
bushbuckridge_60	bin.22	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003538135	97.27	0	0	2.12	55.282	1903	41	0	0	1	FALSE	FALSE	98.6743	FALSE
bushbuckridge_60	bin.6	Bushbuckridge	Clostridia bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	95.56	1.48	33.33	1.61	10.97	1541	19	0	0	0	FALSE	FALSE	98.5923	FALSE
bushbuckridge_60	maxbin.001	Bushbuckridge	Christensenellaceae bacterium Phil1	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__SFDB01;s__SFDB01 sp004558825	96.5	0	0	2.1	109.418	2018	50	0	2	1	TRUE	FALSE	99.3607	FALSE
bushbuckridge_60	maxbin.004_sub	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp000434435	85.46	0	0	1.76	131.254	1483	41	2	1	1	TRUE	FALSE	98.535	FALSE
bushbuckridge_61	13	Bushbuckridge	Clostridium sp. CAG:510	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__CAG-510 sp000434615	97.1	1.32	20	2.66	31.441	2382	23	0	0	0	TRUE	FALSE	98.6168	FALSE
bushbuckridge_61	2	Bushbuckridge	Succinatimonas sp. UBA2849	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	99.38	0.29	0	2.44	76.076	2109	48	0	0	0	FALSE	FALSE	98.7142	FALSE
bushbuckridge_61	20	Bushbuckridge	Bacteroides sp. CAG:770	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000435075	95.95	0.74	0	2.88	45.132	2251	40	0	0	0	FALSE	FALSE	96.8675	FALSE
bushbuckridge_61	36	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	96.98	0.34	0	1.73	14.341	1563	28	0	0	1	FALSE	FALSE	99.6418	FALSE
bushbuckridge_61	4	Bushbuckridge	Phascolarctobacterium succinatutens CAG:287	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens	92.37	4.55	54.55	2.01	3.885	1947	25	0	0	0	FALSE	FALSE	96.9895	FALSE
bushbuckridge_61	58	Bushbuckridge	Prevotella sp.	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003447235	96.75	0.36	0	2.52	32.099	1960	35	0	0	0	FALSE	FALSE	97.9566	FALSE
bushbuckridge_61	67	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900542875	97.99	0	0	2.07	16.54	1913	27	0	0	0	TRUE	FALSE	97.9093	FALSE
bushbuckridge_61	74	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003507295	86.88	1.45	0	2.68	6.39	2500	29	0	0	0	TRUE	FALSE	98.7543	FALSE
bushbuckridge_61	bin.11	Bushbuckridge	Prevotellaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia sp900540885	93.28	0	0	2.39	16.039	1891	44	0	0	1	TRUE	FALSE	98.2535	FALSE
bushbuckridge_61	bin.14	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp000434735	93.86	1.09	85.71	2.88	14.51	2204	39	0	0	0	FALSE	FALSE	96.6175	FALSE
bushbuckridge_61	bin.19	Bushbuckridge	uncultured Lachnospiraceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900543445	97.34	0.16	0	2.58	45.139	2284	35	0	0	0	TRUE	FALSE	98.4225	FALSE
bushbuckridge_61	bin.22_sub	Bushbuckridge	Roseburia inulinivorans	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	76.54	1.08	40	2.43	6.063	2146	26	0	0	0	FALSE	FALSE	97.7034	FALSE
bushbuckridge_61	bin.25_sub	Bushbuckridge	Butyrivibrio crossotus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossotus	97.32	0.92	66.67	2.12	49.647	2013	34	0	0	0	FALSE	FALSE	98.9215	FALSE
bushbuckridge_61	maxbin.004	Bushbuckridge	Lachnospiraceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066365	98.29	2.43	0	3.28	53.544	2954	42	1	1	1	FALSE	FALSE	98.2312	FALSE
bushbuckridge_62	12	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	93.96	1.21	0	1.84	15.512	1664	31	0	0	1	FALSE	FALSE	98.4007	FALSE
bushbuckridge_62	6	Bushbuckridge	Prevotellaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia sp900540885	87.2	0.37	100	2.18	4.528	1607	19	0	0	0	FALSE	FALSE	98.158	FALSE
bushbuckridge_62	7	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Anaerovibrio;s__Anaerovibrio sp900548165	79.28	1.2	0	1.54	2.53	1417	18	0	0	2	FALSE	FALSE	97.3862	FALSE
bushbuckridge_62	bin.5	Bushbuckridge	Lachnospiraceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066365	90.98	3.67	58.33	2.91	12.483	2603	43	0	0	0	FALSE	FALSE	98.1952	FALSE
bushbuckridge_63	23	Bushbuckridge	Phascolarctobacterium succinatutens CAG:287	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens	78.91	1	0	1.56	2.478	1586	13	0	0	0	FALSE	FALSE	96.4904	FALSE
bushbuckridge_63	29_sub	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515	86.64	0.83	50	1.4	6.273	1284	27	0	0	0	FALSE	FALSE	98.023	FALSE
bushbuckridge_63	47_sub	Bushbuckridge	Elusimicrobia bacterium UBA5880	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1436;s__UBA1436 sp900541355	96.63	0	0	1.61	73.843	1541	47	1	1	1	FALSE	FALSE	98.0551	FALSE
bushbuckridge_63	71	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585	91.82	1.82	25	2.2	4.095	1995	8	0	0	0	FALSE	FALSE	98.4911	FALSE
bushbuckridge_63	bin.17_sub	Bushbuckridge	Bacteroides fragilis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis_A	90.21	0	0	4.36	21.616	3561	30	0	0	0	FALSE	FALSE	99.9359	FALSE
bushbuckridge_63	bin.25	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003538135	97.27	0	0	2.08	99.04	1895	42	0	0	1	FALSE	FALSE	98.469	FALSE
bushbuckridge_63	bin.35	Bushbuckridge	Clostridium sp. CAG:510	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__CAG-510 sp000434615	96.98	1.55	0	2.6	70.169	2323	36	0	0	0	FALSE	FALSE	98.7	FALSE
bushbuckridge_63	maxbin.013	Bushbuckridge	Bacteroides sp. CAG:770	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000435075	96.43	0.74	0	2.85	42.253	2262	40	1	3	0	FALSE	FALSE	96.961	FALSE
bushbuckridge_64	32	Bushbuckridge	uncultured Prevotellaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia sp900539625	85.81	0.94	0	2.23	4.983	1681	14	0	0	0	FALSE	FALSE	97.5929	FALSE
bushbuckridge_64	57	Bushbuckridge	Cyanobacteria bacterium UBA4641	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp002103105	80.34	0.85	0	1.62	4.386	1501	25	0	0	0	FALSE	FALSE	98.3554	FALSE
bushbuckridge_64	bin.15	Bushbuckridge	Prevotella sp. CAG:1092	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000436915	88.5	3.76	34.48	2.85	16.675	2231	26	0	0	0	FALSE	FALSE	97.4685	FALSE
bushbuckridge_64	bin.17	Bushbuckridge	Succinatimonas sp. UBA2849	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	98.79	0.29	0	2.2	47.706	1853	46	0	0	0	FALSE	FALSE	98.9435	FALSE
bushbuckridge_65	19	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp000434435	83.11	0	0	1.67	16.7	1391	40	0	0	0	FALSE	FALSE	98.3588	FALSE
bushbuckridge_65	41	Bushbuckridge	Unclassified	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__RUG410 sp900553115	95.7	0	0	1.47	38.522	1360	40	1	0	0	TRUE	FALSE	98.5491	FALSE
bushbuckridge_65	bin.2	Bushbuckridge	Lachnospiraceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp003447295	98.87	1.17	25	3.16	54.528	2837	33	0	0	0	TRUE	TRUE	98.1139	FALSE
bushbuckridge_66	12_sub	Bushbuckridge	Lachnospira eligens	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_B	94.63	0.45	0	2.54	8.944	2275	16	0	0	0	FALSE	FALSE	98.3187	FALSE
bushbuckridge_66	14	Bushbuckridge	[Eubacterium] siraeum V10Sc8a	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	94.03	0	0	2.32	7.247	1983	20	0	0	0	FALSE	FALSE	98.3177	FALSE
bushbuckridge_66	18	Bushbuckridge	Lentisphaeria bacterium	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis sp900550905	80.19	3.75	12.5	3.5	3.335	3033	32	0	0	0	FALSE	FALSE	98.3194	FALSE
bushbuckridge_66	27	Bushbuckridge	Bacteroidales bacterium 55_9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900546065	89.11	3.63	0	2.3	5.299	1920	33	0	0	0	FALSE	FALSE	98.007	FALSE
bushbuckridge_66	35	Bushbuckridge	Succinatimonas sp. UBA2849	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	99.38	0.88	0	2.43	130.317	2103	45	0	0	0	FALSE	FALSE	98.9126	FALSE
bushbuckridge_66	41	Bushbuckridge	Cyanobacteria bacterium UBA4641	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp002103105	89.74	0.85	0	1.92	62.519	1821	39	0	0	0	TRUE	FALSE	97.9844	FALSE
bushbuckridge_66	44	Bushbuckridge	[Eubacterium] rectale M104/1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	99.28	2.91	0	4.84	15.822	4436	46	0	0	1	FALSE	FALSE	97.4875	FALSE
bushbuckridge_66	45	Bushbuckridge	Phascolarctobacterium succinatutens CAG:287	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens	99.4	1.2	0	2.4	38.43	2185	44	1	1	1	TRUE	FALSE	96.3745	FALSE
bushbuckridge_66	54	Bushbuckridge	Odoribacter splanchnicus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	92.63	1.08	50	3.18	7.182	2588	27	0	0	1	TRUE	FALSE	99.6164	FALSE
bushbuckridge_66	58	Bushbuckridge	Clostridia bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	97.18	2.28	0	1.8	10.98	1698	30	0	0	0	FALSE	FALSE	98.4277	FALSE
bushbuckridge_66	65	Bushbuckridge	Ruminococcus sp. CAG:724	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-724;s__	85.29	0.34	0	1.69	6.857	1514	18	0	0	0	FALSE	FALSE	97.6937	FALSE
bushbuckridge_66	84	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__UBA1259 sp003523255	80.32	0.48	25	1.31	3.574	1125	21	0	0	0	TRUE	FALSE	98.6494	FALSE
bushbuckridge_66	90	Bushbuckridge	Prevotella sp. CAG:604	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434515	97.8	2.36	33.33	4.42	66.355	3709	41	1	1	1	TRUE	FALSE	97.378	FALSE
bushbuckridge_66	bin.12_sub	Bushbuckridge	uncultured Ruminococcus sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__GCA-900066995;s__GCA-900066995 sp900291955	89.6	0.34	0	1.71	8.549	1458	20	0	0	0	FALSE	FALSE	99.625	FALSE
bushbuckridge_66	bin.25	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900540635	96.51	2.01	100	2.42	23.971	2176	35	0	0	2	FALSE	FALSE	98.2451	FALSE
bushbuckridge_66	bin.29	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595	98.6	1.17	0	3.11	38.128	2599	49	0	1	3	FALSE	FALSE	97.6226	FALSE
bushbuckridge_66	maxbin.003_sub	Bushbuckridge	Butyrivibrio crossotus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossotus	99.33	0	0	2.48	216.631	2381	40	0	0	0	TRUE	TRUE	98.5326	FALSE
bushbuckridge_66	maxbin.009_sub	Bushbuckridge	Oscillibacter sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900545495	91.49	3.05	38.46	2.08	29.144	1934	37	0	0	2	FALSE	FALSE	98.5312	FALSE
bushbuckridge_66	maxbin.017	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__C941;s__C941 sp004557565	95.66	1.7	0	2.78	14.888	2177	43	0	1	1	FALSE	FALSE	96.7153	FALSE
bushbuckridge_67	25	Bushbuckridge	Bacteroidales bacterium H8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp000437795	93.87	1.32	0	2.3	9.919	1891	29	0	0	0	FALSE	FALSE	98.2664	FALSE
bushbuckridge_67	39	Bushbuckridge	Roseburia sp. OF03-24	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp003470905	97.5	1.33	20	4.01	21.627	3571	32	1	0	0	TRUE	FALSE	98.6237	FALSE
bushbuckridge_67	42_sub	Bushbuckridge	Clostridium sp. OM07-10AC	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp001916135	80.39	1.17	0	2.23	3.845	1887	15	0	0	0	TRUE	FALSE	98.8996	FALSE
bushbuckridge_67	5	Bushbuckridge	Prevotella sp.	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251385	96.14	1.32	64.81	2.7	27.819	2246	34	0	0	0	FALSE	FALSE	97.8382	FALSE
bushbuckridge_67	71	Bushbuckridge	Lachnospiraceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp900319515	89.77	1.06	33.33	2.3	6.515	1990	14	0	0	0	FALSE	FALSE	98.324	FALSE
bushbuckridge_67	bin.17	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003538135	97.05	0	0	2.06	21.631	1853	36	0	0	0	FALSE	FALSE	98.5913	FALSE
