SRR1927149	SRR1929408	SRR1929484	SRR1929485	SRR1929563	SRR1929574	SRR1930121	SRR1930122	SRR1930123	SRR1930128	SRR1930132	SRR1930133	SRR1930134	SRR1930136	SRR1930138	SRR1930140	SRR1930141	SRR1930142	SRR1930143	SRR1930144	SRR1930145	SRR1930149	SRR1930176	SRR1930177	SRR1930179	SRR1930187	SRR1930244
Syntrophobacteraceae bacterium	10	53	17	7	12	7	46	7	30	12	3	8	10	14	5	0	25	13	5	5	9	5	0	8	1	1	8
Desulfosoma caldarium	1	17	5	1	9	7	29	4	7	7	0	2	6	6	1	2	15	14	2	6	6	0	0	0	0	1	1
Syntrophus aciditrophicus	5	26	6	3	20	7	87	6	45	5	1	5	5	8	5	1	20	8	12	2	17	15	2	1	0	1	7
Syntrophus sp. (in: Bacteria)	6	56	25	1	9	6	90	6	74	5	1	28	8	7	7	1	78	62	6	7	9	4	0	0	0	3	8
Syntrophus sp. GWC2_56_31	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Syntrophus sp. RIFOXYC2_FULL_54_9	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	1	2
Desulfobacca acetoxidans	2	7	2	0	0	2	12	3	6	0	0	5	1	2	2	0	9	5	1	0	1	0	0	0	0	0	1
Desulfobacca sp. RBG_16_60_12	3	11	2	2	7	2	5	1	3	0	0	2	2	0	1	0	5	2	1	4	2	0	1	0	0	1	0
Desulfobacca sp. 4484_104	4	8	0	1	0	5	9	4	13	2	0	10	2	2	2	1	13	4	1	6	5	1	0	0	0	0	1
Smithella sp. UBA4047	0	1	0	3	0	0	0	1	6	0	0	0	1	0	0	0	3	0	0	0	5	0	0	0	1	0	0
Smithella sp. UBA6208	1	1	0	0	1	0	9	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Smithella sp.	3	9	3	2	3	2	42	3	5	8	0	1	107	0	0	0	69	3	4	3	1	1	0	0	1	0	1
Syntrophaceae bacterium CG2_30_58_14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Syntrophaceae bacterium UBA1163	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Syntrophaceae bacterium UBA1164	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Syntrophaceae bacterium UBA1411	0	4	1	0	0	1	0	2	7	0	0	0	1	1	0	0	2	4	0	1	0	1	0	0	0	0	0
Syntrophaceae bacterium UBA2185	2	0	0	0	0	0	6	0	5	1	0	1	3	2	0	1	8	1	0	0	3	0	0	1	0	0	0
Syntrophaceae bacterium UBA3084	4	1	2	2	2	3	6	10	12	0	0	2	0	2	0	2	4	3	1	0	1	2	1	0	0	1	0
Syntrophaceae bacterium UBA4059	3	47	3	5	3	9	13	2	32	2	0	7	1	3	3	0	31	30	4	5	0	1	0	3	1	1	3
Syntrophaceae bacterium UBA4778	31	16	7	0	24	19	76	6	32	9	0	4	4	3	4	0	6	8	8	22	28	4	1	1	1	8	5
Syntrophaceae bacterium UBA4793	7	8	3	0	2	3	21	5	16	1	0	2	4	0	2	0	17	5	2	2	1	2	0	0	0	0	0
Syntrophaceae bacterium UBA4810	6	22	0	2	2	3	10	9	22	0	0	2	13	1	1	2	36	4	2	2	6	0	0	2	2	3	2
Syntrophaceae bacterium UBA4816	7	18	8	3	7	2	16	1	11	6	1	1	3	3	0	2	7	1	0	2	30	2	0	0	0	1	1
Syntrophaceae bacterium UBA5606	0	2	1	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
Syntrophaceae bacterium UBA5828	0	5	1	1	0	1	5	1	128	0	0	1	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0
Syntrophaceae bacterium UBA6112	1	5	2	0	4	3	31	2	19	1	0	6	4	5	3	0	21	7	2	3	7	3	0	1	0	0	1
Syntrophaceae bacterium UBA6252	0	1	0	0	0	0	2	1	1	0	0	0	1	0	0	0	4	0	0	0	4	0	0	0	0	0	0
Syntrophaceae bacterium UBA6255	16	19	4	1	62	7	108	9	11	2	1	5	14	2	9	2	24	20	20	15	27	4	0	1	1	1	14
Syntrophaceae bacterium UBA6807	0	0	0	0	2	0	6	0	0	1	0	0	1	0	1	0	2	3	1	1	0	2	0	0	0	0	1
Syntrophaceae bacterium UBA7544	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Syntrophaceae bacterium UBA7545	1	1	0	0	3	1	8	0	2	0	1	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	2
Syntrophaceae bacterium	190	284	58	34	92	100	276	64	187	47	22	99	97	33	38	24	235	113	35	75	92	36	14	9	5	57	54
Syntrophorhabdus aromaticivorans	9	8	2	7	4	6	9	2	14	1	0	3	6	3	4	0	7	5	3	1	3	3	1	1	0	0	1
Syntrophobacterales bacterium GWC2_56_13	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	4	0
Syntrophobacterales bacterium RBG_19FT_COMBO_59_10	1	39	2	0	0	1	8	1	6	0	0	5	4	0	0	0	6	4	0	3	3	0	3	0	0	0	1
Syntrophobacterales bacterium RIFOXYC2_FULL_60_23	1	2	0	0	1	0	7	1	2	0	0	0	2	0	0	0	3	5	0	1	0	0	0	0	0	0	0
Syntrophobacterales bacterium CG_4_8_14_3_um_filter_49_14	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Syntrophobacterales bacterium CG_4_8_14_3_um_filter_58_8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Syntrophobacterales bacterium CG_4_9_14_3_um_filter_49_8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syntrophobacterales bacterium CG03_land_8_20_14_0_80_58_14	0	0	0	1	1	0	1	2	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syntrophobacterales bacterium CG23_combo_of_CG06-09_8_20_14_all_48_27	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfarculus baarsii	23	26	4	6	8	1	48	3	33	2	2	15	7	3	2	0	26	26	7	5	3	1	1	0	0	0	7
Dethiosulfatarculus sandiegensis	12	47	17	8	12	18	44	0	29	3	6	7	7	8	5	5	41	14	4	9	10	3	2	5	3	2	9
Desulfarculales bacterium UBA696	6	10	0	0	4	2	17	5	10	1	1	9	5	2	2	1	4	8	4	3	7	1	2	1	2	2	2
Desulfarculales bacterium UBA702	12	26	7	1	6	5	26	6	24	3	1	3	8	4	4	7	13	10	1	4	17	5	0	2	0	1	1
Bradymonas sediminis	1	16	0	5	3	19	48	2	16	3	1	9	3	0	2	1	27	20	1	3	9	6	1	1	0	2	1
Bradymonas sp. YN101	9	27	5	3	16	3	44	5	23	3	4	10	7	1	3	10	37	19	3	4	5	8	1	1	0	2	9
Lujinxingia litoralis	0	8	0	5	15	1	83	1	15	1	1	0	2	1	4	4	9	10	2	2	0	4	2	0	0	1	2
Bradymonadales bacterium TMQ1	9	21	4	5	6	2	26	2	28	0	0	3	10	3	1	4	49	10	1	4	3	5	0	1	1	2	3
Bradymonadales bacterium V1718	1	7	1	1	15	5	58	0	7	9	2	8	3	0	7	0	9	6	5	0	14	16	3	0	2	2	1
Candidatus Desulfofervidus auxilii	8	20	4	3	2	3	7	3	29	0	0	1	3	6	1	2	12	0	2	6	11	0	0	1	5	1	1
Olavius algarvensis Delta 4 endosymbiont	1	23	1	4	2	2	5	2	19	58	1	9	3	0	2	25	71	1	0	2	32	0	2	0	0	1	1
delta proteobacterium JGI 0002000-E07	2	3	1	1	0	0	3	3	1	0	0	0	2	0	0	0	2	3	0	2	3	1	0	0	0	0	0
delta proteobacterium PSCGC 5296	4	3	1	0	4	2	7	1	6	2	1	0	1	3	1	1	3	0	0	0	6	0	0	0	0	0	0
delta proteobacterium PSCGC 5451	34	14	3	3	2	4	8	5	9	12	1	2	20	5	1	1	16	3	0	0	29	2	4	0	0	3	3
delta proteobacterium ML8_F1	13	19	3	2	21	8	40	9	39	5	2	11	15	4	1	1	42	13	2	6	14	5	3	5	0	3	8
delta proteobacterium ML8_D	31	14	2	1	3	8	18	3	10	5	3	1	9	3	0	0	7	1	2	2	3	5	1	0	4	14	4
delta proteobacterium MLS_D	3	4	0	1	1	6	19	3	10	6	1	0	5	2	1	0	13	4	0	1	20	0	0	0	0	1	2
Deltaproteobacteria bacterium GWA2_38_16	7	5	0	0	0	1	2	97	0	0	0	1	1	0	2	0	257	2	0	0	0	2	1	0	0	0	1
Deltaproteobacteria bacterium GWA2_42_85	0	0	1	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium GWA2_45_12	1	6	0	0	0	0	1	1	2	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	2	0	0
Deltaproteobacteria bacterium GWA2_47_9	1	0	0	0	1	0	4	0	8	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	1	0
Deltaproteobacteria bacterium GWA2_55_10	1	7	2	1	1	4	11	0	12	0	1	4	5	2	0	0	8	2	0	1	1	1	0	1	0	0	4
Deltaproteobacteria bacterium GWB2_55_19	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium GWC2_56_8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Deltaproteobacteria bacterium GWC2_65_14	4	38	4	3	4	1	20	1	14	1	0	1	3	1	1	2	7	7	0	0	3	0	0	0	0	0	6
Deltaproteobacteria bacterium GWD2_55_8	0	0	0	0	0	148	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium GWF2_42_12	0	2	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0
Deltaproteobacteria bacterium RBG_13_51_10	3	2	0	1	2	2	9	0	2	0	0	0	1	0	0	0	2	2	0	1	0	0	0	0	0	1	0
Deltaproteobacteria bacterium RBG_13_53_10	2	14	1	0	3	3	12	4	26	4	1	2	1	2	2	3	25	0	5	3	8	4	1	1	2	1	3
Deltaproteobacteria bacterium RBG_13_58_19	1	4	0	1	1	0	3	3	11	5	0	3	5	4	2	0	8	3	4	1	1	0	0	1	0	1	0
Deltaproteobacteria bacterium RBG_13_61_14	4	19	1	3	3	2	31	3	12	1	0	13	5	2	1	1	25	10	1	8	5	1	0	1	0	0	2
Deltaproteobacteria bacterium RBG_16_42_7	6	10	1	0	2	3	1	1	18	1	0	3	3	1	0	0	3	2	1	1	4	1	0	0	1	3	2
Deltaproteobacteria bacterium RBG_16_49_23	5	22	8	1	5	4	15	3	4	7	2	5	2	2	2	1	7	6	3	0	4	1	0	0	0	0	1
Deltaproteobacteria bacterium RBG_16_50_11	2	4	0	1	2	2	4	1	3	1	3	1	2	0	0	6	6	3	0	0	0	0	1	0	0	0	0
Deltaproteobacteria bacterium RBG_16_55_12	1	0	0	0	2	0	5	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1
Deltaproteobacteria bacterium RBG_16_58_17	2	3	1	0	2	3	7	0	1	0	0	0	0	0	1	0	0	2	0	1	0	0	0	1	0	1	1
Deltaproteobacteria bacterium RBG_16_71_12	3	16	2	4	16	2	82	1	9	4	2	16	2	1	1	1	5	19	3	7	4	2	1	0	0	0	0
Deltaproteobacteria bacterium RBG_19FT_COMBO_43_11	4	11	2	1	3	1	4	3	5	1	0	2	4	3	0	2	12	6	1	1	3	0	0	0	0	0	1
Deltaproteobacteria bacterium RBG_19FT_COMBO_56_10	5	1	0	1	5	2	9	6	6	0	0	3	0	4	2	0	6	3	2	1	1	0	0	0	1	0	1
Deltaproteobacteria bacterium RBG_19FT_COMBO_58_16	4	4	1	1	1	0	8	2	7	0	0	2	2	2	1	0	4	6	0	0	3	1	0	0	0	1	1
Deltaproteobacteria bacterium RBG_19FT_COMBO_60_16	2	0	0	0	1	0	9	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_38_15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_43_33	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_43_9	3	13	6	2	3	4	10	0	2	0	1	0	1	1	1	0	2	2	1	0	1	0	0	0	0	1	1
Deltaproteobacteria bacterium RIFCSPLOWO2_01_FULL_42_9	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Deltaproteobacteria bacterium RIFCSPLOWO2_02_56_12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_44_10	5	4	1	0	6	5	11	2	7	4	0	2	2	3	0	0	8	1	0	1	5	0	0	3	5	1	5
Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_44_34	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_47_10	1	3	1	0	0	0	2	0	4	0	0	1	0	0	1	0	2	2	0	1	0	0	0	0	0	1	0
Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_50_16	0	1	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_53_8	1	3	1	1	4	3	7	0	20	2	0	1	2	3	11	3	13	9	3	1	1	1	0	0	0	0	0
Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_57_26	2	5	1	0	1	3	23	4	23	1	1	3	2	1	0	2	28	8	2	1	5	1	0	1	0	0	1
Deltaproteobacteria bacterium RIFCSPLOWO2_12_55_13	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_38_8	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_43_16	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium RIFOXYA12_FULL_58_15	4	12	1	1	8	1	38	1	10	3	1	2	1	4	2	0	13	12	4	0	5	2	0	2	0	0	0
Deltaproteobacteria bacterium RIFOXYB2_FULL_66_7	0	2	0	0	1	0	0	1	46	0	0	1	1	0	2	1	1	0	0	0	0	0	0	0	0	0	2
Deltaproteobacteria bacterium RIFOXYD12_FULL_50_9	2	13	0	0	3	0	12	8	9	3	0	1	3	1	3	1	12	7	3	2	2	1	1	4	0	4	3
Deltaproteobacteria bacterium RIFOXYD12_FULL_55_16	2	9	4	1	1	0	5	2	14	1	1	3	3	1	0	1	8	0	1	5	3	0	0	0	0	1	2
Deltaproteobacteria bacterium RIFOXYD12_FULL_57_12	5	50	11	2	3	11	26	5	17	0	0	12	0	1	1	4	17	10	2	2	7	1	0	0	0	0	9
Deltaproteobacteria bacterium RIFOXYD2_FULL_66_9	0	1	0	0	3	0	5	0	2	0	0	2	0	1	0	0	7	2	0	0	1	0	0	0	0	0	0
Deltaproteobacteria bacterium 13_1_40CM_3_71_4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium 13_1_40CM_68_24	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium CG1_02_45_11	4	11	0	1	0	1	5	2	9	1	0	1	3	0	3	2	17	8	3	3	0	0	1	0	0	0	0
Deltaproteobacteria bacterium CG2_30_63_29	2	119	9	1	1	3	4	1	0	0	0	3	0	1	0	0	4	1	0	3	5	1	0	0	0	1	0
Deltaproteobacteria bacterium CG2_30_66_27	2	4	2	2	2	4	7	1	11	2	0	7	2	2	0	0	22	4	0	0	1	0	0	0	0	1	1
Deltaproteobacteria bacterium UBA1014	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium UBA1121	0	8	0	0	9	4	53	9	22	3	1	0	1	2	2	1	4	1	0	0	1	0	0	0	0	0	0
Deltaproteobacteria bacterium UBA2138	3	3	0	0	0	1	3	2	0	0	0	1	2	0	0	1	18	0	0	0	2	2	0	0	0	0	0
Deltaproteobacteria bacterium UBA2221	5	3	1	1	0	0	1	1	7	0	0	0	1	0	0	0	1	0	0	4	128	0	0	0	0	0	0
Deltaproteobacteria bacterium UBA2361	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Deltaproteobacteria bacterium UBA2385	1	19	5	2	5	7	39	3	11	3	2	9	3	4	3	1	16	25	1	1	2	0	0	0	0	0	1
Deltaproteobacteria bacterium UBA4075	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0
Deltaproteobacteria bacterium UBA4796	8	34	9	9	4	3	1	6	25	3	2	1	5	2	0	5	27	6	0	10	2	0	0	6	1	2	0
Deltaproteobacteria bacterium UBA5329	8	9	4	0	4	6	13	3	14	3	0	5	1	2	0	1	6	3	0	1	2	1	0	10	1	2	1
Deltaproteobacteria bacterium UBA5576	1	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium UBA5754	4	10	1	0	2	7	17	1	14	0	1	0	7	0	0	0	2	4	2	0	1	1	0	0	0	0	1
Deltaproteobacteria bacterium UBA5756	0	1	0	0	2	0	3	0	1	2	0	1	0	0	0	0	2	1	3	0	2	0	0	0	0	0	0
Deltaproteobacteria bacterium UBA6091	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium UBA6106	16	11	3	0	9	2	8	4	28	2	1	3	12	4	1	1	7	4	0	2	11	1	2	2	0	2	2
Deltaproteobacteria bacterium 37-65-8	1	3	0	0	0	1	2	1	7	0	0	1	0	1	0	1	4	1	0	0	0	0	0	0	0	0	1
Deltaproteobacteria bacterium CG_4_10_14_0_2_um_filter_43_8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium CG_4_10_14_0_8_um_filter_43_12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Deltaproteobacteria bacterium CG_4_8_14_3_um_filter_45_9	1	2	0	1	0	2	5	1	5	2	0	0	5	1	3	9	15	4	1	3	5	0	2	5	0	0	0
Deltaproteobacteria bacterium CG_4_9_14_0_2_um_filter_42_21	0	4	0	1	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Deltaproteobacteria bacterium CG_4_9_14_3_um_filter_44_9	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium CG_4_9_14_3_um_filter_51_14	0	0	0	0	3	0	384	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium CG_4_9_14_3_um_filter_63_12	2	3	2	2	8	0	231	0	2	0	0	0	0	2	2	0	2	9	2	2	7	6	0	0	0	0	0
Deltaproteobacteria bacterium CG07_land_8_20_14_0_80_60_11	1	3	1	0	2	3	13	1	8	1	1	7	1	1	1	1	9	8	0	3	4	0	0	1	0	0	1
Deltaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_45_16	2	1	0	1	3	0	3	0	2	0	2	0	0	2	0	2	2	1	1	0	4	0	0	0	1	1	2
Deltaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_47_16	3	4	0	1	3	1	3	0	15	0	1	1	2	3	2	1	9	3	0	0	2	0	0	0	0	0	2
Deltaproteobacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_51_20	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-1	4	10	3	1	3	7	14	2	21	2	0	10	7	3	1	1	13	5	3	1	5	4	2	0	1	0	3
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-12	9	29	13	3	9	6	30	4	30	2	0	7	9	4	3	5	22	12	5	6	22	3	1	2	8	14	8
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-14	7	9	2	4	7	7	39	1	44	1	0	9	5	0	4	2	19	12	2	1	6	3	0	0	1	0	3
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-15	0	19	0	1	4	1	8	3	14	21	0	4	0	0	3	2	25	1	1	1	4	1	0	0	1	1	7
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-17	4	25	7	1	4	7	30	7	9	10	2	8	4	0	2	1	10	10	2	1	8	4	1	0	1	1	2
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-18	6	23	5	0	6	6	28	4	25	2	4	3	5	2	0	0	15	7	2	4	21	3	4	1	2	2	1
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-2	4	4	0	1	4	5	7	8	7	0	1	3	4	4	2	0	7	2	3	5	5	7	0	1	2	0	1
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-20	5	13	3	0	1	1	26	1	19	0	0	2	2	2	0	0	10	4	2	2	5	0	0	0	0	0	5
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-21	61	8	3	1	2	4	4	4	6	1	0	0	32	0	1	1	15	4	2	1	0	2	0	0	0	1	1
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-4	6	27	9	0	2	8	13	5	19	1	2	4	6	0	0	6	36	3	0	1	6	2	1	2	1	0	2
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	1
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-6	43	37	5	3	1	4	22	3	60	1	2	5	6	4	4	1	15	4	6	5	4	1	1	0	2	25	7
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-7	2	8	4	1	0	2	1	1	51	1	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0
Deltaproteobacteria bacterium	370	937	254	137	313	250	1117	239	999	186	68	358	361	139	158	106	689	608	140	200	251	135	33	81	73	61	173
Candidatus Adiutrix intracellularis	3	5	2	0	4	1	5	13	18	5	2	4	2	3	7	7	33	14	8	1	3	0	0	6	1	0	3
SAR324 cluster bacterium SCGC AAA001-C10	4	3	2	0	0	0	8	2	8	0	0	1	5	1	0	0	6	0	1	0	0	0	0	0	1	0	0
SAR324 cluster bacterium REDSEA-S05_B4	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SAR324 cluster bacterium REDSEA-S11_B7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
SAR324 cluster bacterium REDSEA-S15_B6	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
SAR324 cluster bacterium REDSEA-S36_B13	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SAR324 cluster bacterium REDSEA-S39_B5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SAR324 cluster bacterium REDSEA-S45_B3	3	4	1	0	8	0	32	1	28	4	0	0	3	1	3	0	3	8	4	0	7	6	0	0	0	0	1
Helicobacter pylori	103	267	78	26	80	93	160	132	210	94	40	644	100	84	29	47	473	2920	32	37	140	61	18	25	167	42	102
Helicobacter acinonychis	7	4	1	0	2	1	8	2	7	2	1	1	5	1	0	0	11	3	1	2	2	2	0	0	1	1	0
Helicobacter cinaedi	19	168	55	30	0	98	4	107	374	5	38	0	20	7	18	7	310	24	31	4	116	62	8	2	202	4	227
Helicobacter felis	18	20	10	4	3	3	5	19	40	1	9	7	18	4	5	6	115	5	5	3	37	8	4	0	21	2	7
Helicobacter muridarum	7	34	7	7	9	12	13	42	16	8	5	4	7	4	5	4	31	6	6	1	20	10	3	0	39	3	7
Helicobacter mustelae	6	20	5	4	1	7	5	3	9	2	2	1	9	1	0	3	20	0	1	0	5	4	0	2	22	2	8
Helicobacter canis	16	30	9	5	4	13	4	23	37	0	8	3	10	4	5	7	118	7	5	2	45	17	1	1	48	2	16
Helicobacter hepaticus	12	47	17	6	5	12	19	8	38	0	7	2	8	4	6	2	85	2	7	5	31	8	5	0	34	2	14
Helicobacter heilmannii	11	55	8	6	0	10	4	25	46	1	7	6	7	7	4	12	143	11	7	3	39	13	6	0	32	3	14
Helicobacter pullorum	23	74	24	19	9	11	14	25	59	1	9	4	28	2	7	12	119	10	9	9	30	17	3	0	34	3	18
Helicobacter bilis	30	124	28	17	2	34	11	59	118	7	19	13	38	24	18	28	213	17	21	4	81	29	9	21	68	26	39
Helicobacter cholecystus	2	23	7	4	3	4	10	7	11	5	0	2	5	1	1	2	38	0	0	0	5	2	4	1	14	12	8
Helicobacter trogontum	6	25	4	2	21	17	34	3	57	3	2	3	8	2	4	9	40	1	4	1	11	3	3	1	2	4	19
Helicobacter bizzozeronii	8	30	6	3	6	5	22	19	36	3	9	3	8	6	3	5	74	6	1	2	33	7	0	1	15	2	7
Helicobacter salomonis	1	18	3	1	2	1	1	2	6	0	0	0	2	0	0	2	18	2	1	1	3	1	0	0	8	9	1
Helicobacter typhlonius	19	56	9	2	5	20	9	28	75	1	13	5	9	6	11	23	144	13	13	0	61	22	3	1	42	5	37
Helicobacter mesocricetorum	9	34	1	2	8	4	9	14	38	4	2	0	7	4	5	8	48	6	5	3	8	5	2	5	12	0	11
Helicobacter pametensis	6	14	0	1	2	4	1	5	4	0	0	1	4	0	4	6	33	1	4	5	9	1	0	0	6	2	2
Helicobacter suis	135	25	3	4	5	3	5	8	17	6	5	3	95	3	0	8	106	4	2	2	15	5	0	0	15	6	5
Helicobacter canadensis	17	26	9	4	7	3	17	10	61	19	12	3	14	6	6	7	44	7	5	0	19	4	1	18	30	2	24
Helicobacter cetorum	23	51	14	9	11	13	13	26	89	9	2	2	16	12	6	19	81	4	7	1	19	8	3	3	32	4	22
Helicobacter winghamensis	71	42	16	4	3	3	18	21	38	8	4	3	30	6	0	19	86	3	8	1	16	7	2	0	49	6	10
Helicobacter cynogastricus	13	19	1	0	0	6	2	8	15	0	0	0	6	3	1	1	17	3	2	0	11	2	1	1	6	0	1
