Sample	Bin	ANI	Phylum	Species
B33	38	99.45185185185184	Firmicutes_A	CAG-508
B33	57	99.97647058823529	Firmicutes_A	Acutalibacteraceae
B33	bin.10	99.83529411764707	Firmicutes_A	Lachnospiraceae
B33	bin.14	99.84285714285713	Proteobacteria	Succinivibrionaceae
B33	bin.1	99.78571428571429	Proteobacteria	Burkholderiaceae
B33	bin.26	99.51515151515152	Firmicutes_A	Oscillospiraceae
B33	bin.2	99.97857142857143	Proteobacteria	Enterobacteriaceae
B33	bin.3	99.80000000000001	Firmicutes_A	Lachnospiraceae
B33	maxbin.001	99.86	Bacteroidota	Bacteroidaceae
B33	maxbin.006	99.51250000000002	Bacteroidota	Bacteroidaceae
B33	maxbin.011	99.73750000000001	Firmicutes_A	Lachnospiraceae
B33	maxbin.031	99.83333333333333	Bacteroidota	Barnesiellaceae
B34	16_sub	99.86500000000001	Firmicutes_A	Lachnospiraceae
B34	26	99.84166666666668	Firmicutes_A	CAG-74
B34	57	99.65263157894735	Bacteroidota	Bacteroidaceae
B34	60_sub	99.89	Firmicutes_A	Lachnospiraceae
B34	64	99.72941176470589	Firmicutes_A	Ruminococcaceae
B34	74	99.8409090909091	Firmicutes_A	Acutalibacteraceae
B34	77	99.64166666666667	Firmicutes_A	CAG-272
B34	80	99.93333333333334	Proteobacteria	Burkholderiaceae
B34	86	99.5	Bacteroidota	Bacteroidaceae
B34	96_sub	99.71999999999998	Firmicutes_A	Acutalibacteraceae
B34	bin.10	99.90312499999999	Firmicutes_A	Lachnospiraceae
B34	bin.18_sub	99.87391304347825	Firmicutes_A	Lachnospiraceae
B34	bin.30	99.7409090909091	Firmicutes_A	Lachnospiraceae
B34	bin.38	99.6642857142857	Bacteroidota	Bacteroidaceae
B34	bin.42_sub	99.86363636363636	Firmicutes_A	Oscillospiraceae
B34	bin.47	99.77222222222221	Firmicutes_A	Lachnospiraceae
B34	bin.5	99.85454545454544	Firmicutes_A	Ruminococcaceae
B34	maxbin.002_sub	99.58500000000001	Firmicutes_A	Ruminococcaceae
B34	maxbin.006_sub	99.49749999999999	Bacteroidota	Bacteroidaceae
B34	maxbin.038_sub	99.95135135135136	Bacteroidota	Barnesiellaceae
B36	24	99.58749999999999	Firmicutes_C	Selenomonadaceae
B36	33	99.76129032258065	Cyanobacteria	Gastranaerophilaceae
B36	37_sub	99.95172413793105	Bacteroidota	Bacteroidaceae
B36	47	99.92592592592592	Proteobacteria	Burkholderiaceae
B36	6	99.54545454545455	Firmicutes_C	Acidaminococcaceae
B36	8	99.78333333333335	Firmicutes_A	Acutalibacteraceae
B36	bin.11	99.60000000000001	Firmicutes_A	Acutalibacteraceae
B36	bin.18	99.9441176470588	Proteobacteria	CAG-239
B36	bin.26	99.90666666666668	Firmicutes_A	Ruminococcaceae
B36	maxbin.002_sub	99.97894736842105	Bacteroidota	Bacteroidaceae
B36	maxbin.004	99.83125	Bacteroidota	Bacteroidaceae
B36	maxbin.005_sub	99.93124999999999	Bacteroidota	Bacteroidaceae
B36	maxbin.006	100.0	Bacteroidota	Rikenellaceae
B36	maxbin.027_sub	99.8138888888889	Bacteroidota	Barnesiellaceae
B37	24	99.82	Bacteroidota	Bacteroidaceae
B37	27	99.103125	Firmicutes_A	Acutalibacteraceae
B37	35	99.83333333333333	Firmicutes_A	Acutalibacteraceae
B37	3	99.48235294117647	Firmicutes_A	Ruminococcaceae
B37	44	99.97999999999999	Firmicutes_A	Ruminococcaceae
B37	53	99.88684210526317	Verrucomicrobiota	Akkermansiaceae
B37	54	99.76666666666667	Firmicutes_A	Ruminococcaceae
B37	6_sub	99.79354838709678	Bacteroidota	Rikenellaceae
B37	bin.13	99.38799999999999	Bacteroidota	UBA932
B37	bin.18	99.71363636363638	Firmicutes_A	Oscillospiraceae
B37	bin.1	99.86666666666666	Firmicutes_A	Lachnospiraceae
B37	bin.23	99.825	Firmicutes_A	Lachnospiraceae
B37	bin.24_sub	99.89000000000001	Firmicutes_A	Lachnospiraceae
B37	bin.29_sub	99.76666666666667	Firmicutes_A	Acutalibacteraceae
B37	bin.2	100.0	Bacteroidota	Rikenellaceae
B37	maxbin.001	99.875	Firmicutes_A	Ruminococcaceae
B37	maxbin.002	99.99677419354839	Bacteroidota	Bacteroidaceae
B37	maxbin.003	100.0	Bacteroidota	Bacteroidaceae
B37	maxbin.007_sub	100.0	Bacteroidota	Bacteroidaceae
B37	maxbin.015_sub	99.87857142857142	Firmicutes_A	CAG-508
B38	20_sub	99.8	Bacteroidota	Bacteroidaceae
B38	25	99.66153846153846	Firmicutes_A	Ruminococcaceae
B38	maxbin.003	99.33999999999997	Bacteroidota	Bacteroidaceae
B38	maxbin.012	99.7375	Proteobacteria	Pasteurellaceae
B39	27	99.93870967741935	Firmicutes_A	Acutalibacteraceae
B39	35	99.75	Firmicutes_A	Lachnospiraceae
B39	43_sub	99.76875	Firmicutes_A	Ruminococcaceae
B39	4	99.7727272727273	Firmicutes_A	Lachnospiraceae
B39	51_sub	99.50555555555555	Proteobacteria	Enterobacteriaceae
B39	5_sub	99.85625	Firmicutes_A	Lachnospiraceae
B39	8	99.52647058823528	Firmicutes_A	Oscillospiraceae
B39	bin.13	99.7090909090909	Firmicutes_A	Lachnospiraceae
B39	bin.15	100.0	Bacteroidota	Rikenellaceae
B39	bin.20_sub	99.67999999999999	Firmicutes_A	Oscillospiraceae
B39	maxbin.002	99.97916666666667	Bacteroidota	Bacteroidaceae
B39	maxbin.005_sub	99.7375	Bacteroidota	Bacteroidaceae
B39	maxbin.008	99.81428571428572	Proteobacteria	Burkholderiaceae
B39	maxbin.015	99.68965517241378	Firmicutes_A	Lachnospiraceae
B39	maxbin.027	99.56923076923077	Proteobacteria	Pasteurellaceae
B40	10	79.628	Firmicutes_A	CAG-727
B40	14_sub	99.49411764705883	Bacteroidota	Bacteroidaceae
B40	21	99.67857142857143	Bacteroidota	UBA932
B40	34_sub	99.5909090909091	Firmicutes_A	CAG-138
B40	42	99.79285714285713	Euryarchaeota	Methanobacteriaceae
B40	43	99.94000000000001	Firmicutes_A	Acutalibacteraceae
B40	45_sub	99.79499999999999	Bacteroidota	Bacteroidaceae
B40	57	99.55135135135136	Firmicutes_A	Ruminococcaceae
B40	59	99.67241379310344	Firmicutes	CAG-1000
B40	60	99.84545454545454	Elusimicrobiota	Elusimicrobiaceae
B40	61	99.60909090909092	Proteobacteria	Enterobacteriaceae
B40	63_sub	98.89375000000001	Spirochaetota	Sphaerochaetaceae
B40	72	99.89729729729729	Proteobacteria	Burkholderiaceae
B40	9	99.664	Firmicutes_A	Acutalibacteraceae
B40	bin.14	99.81	Proteobacteria	Succinivibrionaceae
B40	bin.1_sub	99.51666666666668	Bacteroidota	UBA932
B40	bin.3	99.7090909090909	Bacteroidota	Muribaculaceae
B40	maxbin.003	99.45333333333333	Bacteroidota	Bacteroidaceae
B40	maxbin.009	99.70833333333333	Bacteroidota	Bacteroidaceae
B40	maxbin.017_sub	99.82000000000001	Firmicutes_C	Dialisteraceae
B41	14	99.57272727272726	Firmicutes_A	CAG-727
B41	22	99.86363636363636	Firmicutes_A	Acutalibacteraceae
B41	28	99.7642857142857	Firmicutes_A	Lachnospiraceae
B41	32	99.76190476190479	Verrucomicrobiota	UBA1829
B41	33	99.78235294117647	Firmicutes_A	Ruminococcaceae
B41	36_sub	99.97058823529412	Firmicutes_A	CAG-272
B41	37	99.63888888888889	Firmicutes_A	CAG-917
B41	42	99.8	Proteobacteria	Succinivibrionaceae
B41	53	99.54333333333334	Bacteroidota	UBA932
B41	54	99.64999999999999	Firmicutes_A	Acutalibacteraceae
B41	55	99.62631578947368	Elusimicrobiota	Elusimicrobiaceae
B41	65	99.97692307692309	Verrucomicrobiota	Akkermansiaceae
B41	69	99.81481481481481	Firmicutes_A	Lachnospiraceae
B41	73	99.79285714285713	Firmicutes_A	Acutalibacteraceae
B41	bin.16	99.58	Firmicutes_A	Oscillospiraceae
B41	bin.30	99.5235294117647	Firmicutes_A	CAG-138
B41	bin.4	99.62333333333335	Bacteroidota	Muribaculaceae
B41	bin.5	99.9090909090909	Proteobacteria	Burkholderiaceae
B41	bin.6	99.74137931034484	Firmicutes_A	Acutalibacteraceae
B42	11	99.92727272727274	Firmicutes_A	Lachnospiraceae
B42	24	99.80588235294118	Bacteroidota	Bacteroidaceae
B42	41_sub	99.86153846153846	Firmicutes_A	CAG-138
B42	42	99.625	Bacteroidota	Muribaculaceae
B42	47_sub	99.55000000000001	Firmicutes_A	CAG-272
B4	24_sub	99.78	Firmicutes_A	Acutalibacteraceae
B42	57_sub	99.6972972972973	Firmicutes_A	
B42	59_sub	99.76216216216217	Firmicutes_A	Lachnospiraceae
B42	60_sub	99.771875	Firmicutes_A	Acutalibacteraceae
B42	64	99.69444444444444	Verrucomicrobiota	Victivallaceae
B42	65	99.45000000000002	Firmicutes_A	Ruminococcaceae
B42	68	99.67142857142856	Firmicutes_A	Acutalibacteraceae
B42	8_sub	99.87	Firmicutes_A	Lachnospiraceae
B4	29	99.77333333333333	Firmicutes_A	Ruminococcaceae
B42	bin.15_sub	99.70666666666666	Firmicutes_A	CAG-727
B42	bin.18	99.88571428571429	Firmicutes_A	Lachnospiraceae
B42	bin.22	99.86410256410257	Firmicutes_A	Acutalibacteraceae
B42	bin.23	99.71052631578948	Firmicutes_A	CAG-272
B42	bin.25	99.61538461538461	Firmicutes_A	Lachnospiraceae
B42	bin.31	99.71000000000001	Firmicutes_A	CAG-138
B42	bin.3	99.93225806451613	Firmicutes_A	CAG-272
B42	maxbin.002	99.81304347826088	Firmicutes_A	CAG-917
B42	maxbin.006	99.76190476190476	Firmicutes_A	Acutalibacteraceae
B43	0	99.78888888888888	Verrucomicrobiota	Victivallaceae
B43	12	99.83636363636361	Firmicutes_A	Lachnospiraceae
B43	18	99.51351351351352	Proteobacteria	CAG-239
B43	23_sub	99.77647058823528	Firmicutes_A	Acutalibacteraceae
B43	26	99.88717948717948	Firmicutes_A	Acutalibacteraceae
B43	33	99.62592592592593	Firmicutes_A	CAG-382
B43	3	99.68666666666667	Firmicutes_A	Acutalibacteraceae
B43	61_sub	99.82	Firmicutes_A	Lachnospiraceae
B43	62	99.25999999999999	Firmicutes_A	CAG-138
B43	63	99.70833333333333	Firmicutes_A	Acutalibacteraceae
B43	68	99.79722222222223	Cyanobacteria	Gastranaerophilaceae
B43	75_sub	99.72	Bacteroidota	UBA932
B43	77	99.83846153846154	Proteobacteria	Burkholderiaceae
B43	78	99.42000000000002	Firmicutes	Erysipelotrichaceae
B4	37	99.85714285714286	Verrucomicrobiota	Akkermansiaceae
B43	bin.11_sub	99.84375	Firmicutes_A	Oscillospiraceae
B43	bin.17	99.86666666666667	Firmicutes_A	Ruminococcaceae
B43	bin.18	99.72727272727273	Firmicutes_A	Oscillospiraceae
B43	bin.20	99.97777777777777	Bacteroidota	Rikenellaceae
B43	bin.36	99.82307692307693	Firmicutes_A	Acutalibacteraceae
B43	bin.3	99.87	Firmicutes_A	Lachnospiraceae
B43	bin.40	99.86666666666666	Firmicutes_A	Oscillospiraceae
B43	bin.41	99.67368421052632	Firmicutes_A	Oscillospiraceae
B43	maxbin.001	99.9090909090909	Bacteroidota	Bacteroidaceae
B43	maxbin.007	99.87500000000001	Firmicutes_A	Lachnospiraceae
B43	maxbin.032_sub	99.60294117647058	Firmicutes_A	CAG-508
B44	14	99.42727272727274	Bacteroidota	UBA932
B44	16	99.59999999999998	Firmicutes_A	CAG-727
B44	25	99.95925925925927	Firmicutes_A	Acutalibacteraceae
B44	29_sub	99.55	Firmicutes_A	CAG-272
B44	53_sub	99.82105263157895	Firmicutes_A	Lachnospiraceae
B4	45	99.5	Firmicutes_A	Butyricicoccaceae
B44	5	99.37812500000001	Firmicutes_A	CAG-727
B44	63	99.73333333333333	Firmicutes_A	Ruminococcaceae
B44	67	99.76111111111112	Firmicutes_A	Acutalibacteraceae
B44	75	99.825	Firmicutes_A	Acutalibacteraceae
B44	8	99.64666666666668	Firmicutes_A	Acutalibacteraceae
B44	bin.11	99.72608695652173	Firmicutes_A	CAG-917
B44	bin.17	99.76666666666668	Firmicutes_A	Lachnospiraceae
B44	bin.1	99.96206896551725	Firmicutes_A	CAG-272
B44	bin.32	99.5111111111111	Firmicutes_A	CAG-272
B44	bin.35	99.83666666666666	Cyanobacteria	Gastranaerophilaceae
B44	bin.5_sub	99.94000000000001	Firmicutes_A	CAG-272
B45	10_sub	99.57179487179489	Firmicutes_A	Ruminococcaceae
B45	28_sub	99.60384615384615	Firmicutes_A	Acutalibacteraceae
B45	32_sub	99.74999999999999	Firmicutes	CAG-288
B45	33_sub	99.04375	Firmicutes_A	Lachnospiraceae
B45	49	76.39655172413794	Bacteroidota	P3
B45	57	99.86111111111111	Proteobacteria	Succinivibrionaceae
B45	59	99.62333333333335	Verrucomicrobiota	CAG-312
B4	55	99.55217391304348	Bacteroidota	Muribaculaceae
B45	61_sub	99.48947368421054	Bacteroidota	UBA932
B45	62	99.53333333333335	Firmicutes_A	Butyricicoccaceae
B45	64	99.87	Proteobacteria	Succinivibrionaceae
B45	67	99.52424242424243	Bacteroidota	Bacteroidaceae
B45	68_sub	99.7090909090909	Firmicutes_A	CAG-917
B45	72	99.9913043478261	Verrucomicrobiota	Akkermansiaceae
B45	7	99.46400000000001	Firmicutes_A	Oscillospiraceae
B45	bin.11	99.28947368421052	Firmicutes_A	Oscillospiraceae
B45	bin.14	99.85925925925928	Firmicutes_A	CAG-314
B45	bin.15	99.58695652173913	Firmicutes_A	Acutalibacteraceae
B45	bin.37	99.61538461538461	Firmicutes_A	CAG-138
B45	bin.8	99.58181818181819	Bacteroidota	UBA932
B45	maxbin.002	99.75384615384615	Firmicutes_A	CAG-138
B45	maxbin.005	99.28333333333335	Firmicutes_A	CAG-727
B45	maxbin.006	99.7181818181818	Firmicutes_A	Acutalibacteraceae
B45	maxbin.014	99.52857142857142	Bacteroidota	Muribaculaceae
B45	maxbin.030	99.20000000000002	Thermoplasmatota	Methanomethylophilaceae
B46	27	99.4	Firmicutes_A	CAG-314
B46	29	99.73461538461538	Firmicutes_A	Acutalibacteraceae
B4	62	98.92307692307692	Firmicutes_A	Acutalibacteraceae
B46	2	98.97916666666667	Firmicutes_A	Lachnospiraceae
B46	39_sub	99.76666666666665	Firmicutes_A	Ruminococcaceae
B46	52	99.67142857142856	Firmicutes_A	CAG-138
B46	53_sub	99.60625	Firmicutes_A	CAG-138
B46	55	99.87857142857142	Firmicutes_A	CAG-74
B46	64	99.77333333333334	Firmicutes_C	Acidaminococcaceae
B46	73	99.67407407407407	Proteobacteria	Burkholderiaceae
B46	74	99.75	Firmicutes_A	Acutalibacteraceae
B46	77_sub	99.25789473684212	Firmicutes_A	UBA1242
B46	80	99.74736842105263	Firmicutes_A	CAG-138
B46	82	99.61739130434782	Verrucomicrobiota	CAG-312
B46	83_sub	99.55000000000001	Firmicutes_A	Oscillospiraceae
B46	92	99.65333333333332	Verrucomicrobiota	CAG-312
B46	bin.12_sub	99.42666666666666	Firmicutes_A	Oscillospiraceae
B46	bin.16	99.79583333333335	Firmicutes_A	Ruminococcaceae
B46	bin.17	99.64166666666667	Bacteroidota	UBA932
B46	bin.1	99.94285714285715	Verrucomicrobiota	Akkermansiaceae
B46	bin.21	99.70000000000002	Firmicutes_A	CAG-138
B46	bin.23	99.50833333333333	Bacteroidota	UBA932
B46	bin.28	86.59333333333332	Firmicutes_A	Oscillospiraceae
B46	bin.29	99.89	Firmicutes_A	CAG-314
B46	bin.48	99.92500000000001	Proteobacteria	Enterobacteriaceae
B46	bin.8	99.704	Firmicutes_A	CAG-138
B46	maxbin.005	99.79999999999998	Firmicutes_A	CAG-917
B46	maxbin.008	99.528125	Firmicutes_A	CAG-272
B46	maxbin.020	99.64000000000001	Firmicutes_A	
B46	maxbin.027	99.5948717948718	Elusimicrobiota	Elusimicrobiaceae
B46	maxbin.035_sub	99.88333333333334	Firmicutes_A	Ruminococcaceae
B47	103_sub	99.50666666666666	Firmicutes_A	CAG-138
B47	13	99.71111111111111	Firmicutes_A	CAG-917
B47	33	99.25945945945946	Firmicutes_A	Oscillospiraceae
B47	37	99.30555555555556	Firmicutes_A	CAG-272
B47	49	99.70454545454545	Firmicutes_A	CAG-917
B47	52_sub	99.46969696969697	Firmicutes_A	QALW01
B47	60	99.3851851851852	Bacteroidota	UBA932
B47	71	99.79666666666667	Firmicutes_A	Acutalibacteraceae
B47	74	99.76666666666665	Firmicutes_C	Acidaminococcaceae
B4	78	99.79090909090907	Firmicutes_A	Acutalibacteraceae
B47	95_sub	99.58333333333333	Firmicutes_A	Acutalibacteraceae
B47	99	99.59285714285714	Firmicutes_A	UBA1242
B47	bin.11	99.8	Myxococcota	UBA4248
B47	bin.15	99.65454545454546	Bacteroidota	Bacteroidaceae
B47	bin.25_sub	99.82142857142857	Firmicutes_A	Oscillospiraceae
B47	bin.2	99.63571428571427	Bacteroidota	Muribaculaceae
B47	bin.32	99.66000000000003	Firmicutes_A	Oscillospiraceae
B47	bin.33	99.70476190476191	Firmicutes_A	CAG-138
B47	bin.3_sub	99.76111111111112	Bacteroidota	Tannerellaceae
B47	bin.43	99.57142857142857	Bacteroidota	UBA932
B47	maxbin.002	99.85600000000001	Firmicutes_A	CAG-138
B47	maxbin.004	99.87647058823529	Firmicutes_A	Acutalibacteraceae
B47	maxbin.008_sub	99.37368421052632	Bacteroidota	UBA932
B47	maxbin.013_sub	99.74285714285713	Firmicutes_A	Lachnospiraceae
B48	14	99.74	Cyanobacteria	Gastranaerophilaceae
B48	23	99.94814814814816	Firmicutes_A	CAG-272
B48	49_sub	99.76666666666667	Firmicutes_A	Acutalibacteraceae
B48	53	99.81515151515151	Firmicutes_A	Lachnospiraceae
B48	58	99.605	Firmicutes_A	Acutalibacteraceae
B48	61	98.59310344827587	Firmicutes_A	CAG-727
B48	63	99.75384615384615	Proteobacteria	Burkholderiaceae
B48	bin.1	99.96285714285713	Bacteroidota	Barnesiellaceae
B48	bin.21	99.70625000000001	Firmicutes_A	Lachnospiraceae
B48	bin.2_sub	99.86666666666667	Firmicutes_A	Acutalibacteraceae
B48	maxbin.008	99.84	Firmicutes_A	Acutalibacteraceae
B4	90	99.44166666666666	Bacteroidota	Muribaculaceae
B49	0	99.72777777777777	Verrucomicrobiota	Victivallaceae
B49	12	99.89166666666667	Firmicutes_A	Ruminococcaceae
B49	35	99.69	Firmicutes_A	CAG-138
B49	37	99.80689655172414	Proteobacteria	Enterobacteriaceae
B49	40_sub	99.75238095238096	Firmicutes_A	CAG-272
B49	42	99.4851851851852	Bacteroidota	Bacteroidaceae
B4	94	96.95217391304347	Proteobacteria	CAG-977
B49	50_sub	99.34193548387097	Firmicutes_A	CAG-314
B49	52_sub	99.36470588235295	Firmicutes	Erysipelotrichaceae
B49	62	99.87567567567568	Firmicutes_A	Ruminococcaceae
B49	67	99.77222222222223	Firmicutes_A	Acutalibacteraceae
B49	69	99.6125	Firmicutes_A	CAG-138
B49	70	99.75000000000001	Firmicutes_A	Acutalibacteraceae
B49	74	99.91621621621621	Firmicutes_A	Acutalibacteraceae
B49	76	99.86	Firmicutes_A	Acutalibacteraceae
B49	83	99.80999999999999	Firmicutes_A	Acutalibacteraceae
B49	9	99.705	Firmicutes_A	Acutalibacteraceae
B49	bin.10	99.82499999999999	Proteobacteria	Succinivibrionaceae
B49	bin.15_sub	99.7875	Firmicutes_A	Acutalibacteraceae
B49	bin.16_sub	99.77741935483873	Firmicutes_A	CAG-508
B49	bin.20_sub	99.76666666666668	Firmicutes_A	Oscillospiraceae
B49	bin.21	99.84	Firmicutes_A	Oscillospiraceae
B49	bin.24	99.81379310344829	Firmicutes_A	Lachnospiraceae
B49	bin.2	99.68461538461537	Bacteroidota	UBA932
B49	bin.34	99.98387096774195	Firmicutes_A	CAG-272
B49	bin.45	99.84545454545454	Firmicutes_A	CAG-74
B49	maxbin.011_sub	99.68823529411765	Firmicutes_A	CAG-917
B49	maxbin.048_sub	99.4235294117647	Firmicutes	CAG-302
B4	bin.11	99.87500000000001	Firmicutes_A	Lachnospiraceae
B4	bin.20	99.86153846153846	Firmicutes_A	Lachnospiraceae
B4	bin.21	99.88000000000001	Firmicutes_A	Lachnospiraceae
B4	bin.25	99.6318181818182	Firmicutes_A	CAG-727
B4	bin.26	99.94545454545455	Firmicutes_A	Lachnospiraceae
B4	bin.30	100.0	Proteobacteria	Enterobacteriaceae
B4	bin.32	99.98125	Firmicutes_A	CAG-272
B4	bin.33	99.62727272727271	Firmicutes_A	CAG-138
B4	bin.8	99.8076923076923	Firmicutes_A	Ruminococcaceae
B4	maxbin.003	99.84166666666668	Firmicutes_A	CAG-272
B4	maxbin.008	99.60666666666665	Bacteroidota	Bacteroidaceae
B4	maxbin.010	99.77727272727275	Firmicutes_A	CAG-272
B4	maxbin.014	99.46153846153847	Firmicutes_A	Oscillospiraceae
B4	maxbin.017	99.80769230769232	Firmicutes_A	Acutalibacteraceae
B50	17	99.85833333333333	Proteobacteria	Burkholderiaceae
B50	23	99.56969696969698	Firmicutes_A	Ruminococcaceae
B50	2	99.68275862068964	Bacteroidota	Bacteroidaceae
B50	30	99.55526315789473	Verrucomicrobiota	Victivallaceae
B50	31_sub	99.61	Firmicutes_A	CAG-138
B50	35	99.88333333333333	Desulfobacterota_A	Desulfovibrionaceae
B50	42	99.65652173913043	Bacteroidota	UBA932
B50	44	99.3	Firmicutes_A	CAG-272
B50	55	99.14761904761905	Thermoplasmatota	Methanomethylophilaceae
B50	79	99.83	Firmicutes_A	CAG-917
B50	86_sub	99.67	Firmicutes_A	CAG-74
B50	bin.10_sub	99.53333333333335	Firmicutes_A	Oscillospiraceae
B50	bin.21	99.56764705882352	Firmicutes_A	Oscillospiraceae
B50	bin.22	99.73684210526315	Firmicutes_A	Acutalibacteraceae
B50	bin.26	99.70833333333333	Cyanobacteria	Gastranaerophilaceae
B50	bin.27	100.0	Verrucomicrobiota	Akkermansiaceae
B50	bin.29	99.72307692307693	Firmicutes_A	CAG-138
B50	bin.6	99.52962962962962	Firmicutes_A	CAG-138
B50	maxbin.001	99.8076923076923	Firmicutes_A	CAG-138
B50	maxbin.004_sub	99.72368421052633	Firmicutes_A	CAG-917
B50	maxbin.009	99.51538461538462	Firmicutes_A	CAG-138
B5	100	94.69565217391305	Firmicutes_A	Acutalibacteraceae
B5	102	99.61999999999999	Firmicutes_A	CAG-727
B5	103	99.52142857142857	Firmicutes_A	Ruminococcaceae
B5	18	99.44074074074075	Bacteroidota	Muribaculaceae
B52	13	99.78181818181817	Firmicutes_A	Lachnospiraceae
B52	20	99.54615384615386	Bacteroidota	UBA932
B52	2	99.84857142857142	Proteobacteria	Succinivibrionaceae
B52	30	99.4642857142857	Firmicutes_A	Acutalibacteraceae
B52	36	99.95000000000002	Firmicutes_A	Acutalibacteraceae
B52	37	99.45833333333333	Proteobacteria	CAG-977
B52	46_sub	99.79999999999998	Firmicutes_A	Anaerotignaceae
B52	4	99.76363636363637	Firmicutes_C	Acidaminococcaceae
B52	58	99.70400000000001	Bacteroidota	Bacteroidaceae
B52	67	99.54166666666667	Firmicutes_A	Acutalibacteraceae
B52	74	99.69999999999999	Firmicutes_A	Ruminococcaceae
B5	28	99.84285714285716	Firmicutes_A	CAG-314
B52	bin.11	99.79999999999998	Bacteroidota	Bacteroidaceae
B52	bin.14	99.55000000000001	Bacteroidota	Bacteroidaceae
B52	bin.19	99.62758620689657	Firmicutes_A	Lachnospiraceae
B52	bin.22_sub	99.6923076923077	Firmicutes_A	Lachnospiraceae
B52	bin.24	99.96470588235294	Proteobacteria	Burkholderiaceae
B52	bin.25_sub	99.74285714285713	Firmicutes_A	Lachnospiraceae
B52	bin.5	100.0	Proteobacteria	Burkholderiaceae
B52	maxbin.004	99.85833333333333	Firmicutes_A	Lachnospiraceae
B5	31	99.64399999999999	Firmicutes_A	CAG-138
B5	33	99.67500000000001	Firmicutes_A	Acutalibacteraceae
B5	36	99.97500000000001	Proteobacteria	Enterobacteriaceae
B5	38	99.60384615384616	Elusimicrobiota	Elusimicrobiaceae
B5	39	99.46363636363635	Firmicutes_A	CAG-138
B55	0	98.0625	Proteobacteria	CAG-239
B55	12	99.83571428571429	Firmicutes_A	Acutalibacteraceae
B55	16_sub	99.01111111111112	Bacteroidota	Bacteroidaceae
B55	24_sub	99.85454545454546	Firmicutes_A	Lachnospiraceae
B55	33	99.67142857142856	Proteobacteria	CAG-977
B55	38	99.63030303030304	Cyanobacteria	Gastranaerophilaceae
B55	4	99.53333333333335	Firmicutes_A	CAG-272
B55	6	99.80000000000001	Bacteroidota	Bacteroidaceae
B55	7	99.5421052631579	Firmicutes_C	Selenomonadaceae
B55	bin.5	99.8909090909091	Firmicutes_A	Lachnospiraceae
B5	5	99.57333333333332	Firmicutes_C	Dialisteraceae
B55	maxbin.003	99.57	Bacteroidota	Bacteroidaceae
B55	maxbin.016_sub	99.56111111111112	Firmicutes_A	Ruminococcaceae
B56	19	99.98461538461538	Proteobacteria	Enterobacteriaceae
B56	23	99.64999999999999	Firmicutes_C	Acidaminococcaceae
B56	26	99.88076923076922	Proteobacteria	Burkholderiaceae
B56	29_sub	99.66562499999999	Firmicutes_A	CAG-917
B56	47_sub	99.69000000000001	Elusimicrobiota	Elusimicrobiaceae
B56	49_sub	99.88260869565218	Firmicutes_A	Acutalibacteraceae
B56	70_sub	99.82000000000001	Proteobacteria	Succinivibrionaceae
B56	71	99.88181818181816	Firmicutes_A	Ruminococcaceae
B56	80	99.76315789473684	Firmicutes_A	CAG-272
B5	69	99.55882352941177	Thermoplasmatota	Methanomethylophilaceae
B56	bin.10	99.57272727272726	Firmicutes_A	Acutalibacteraceae
B56	bin.17_sub	100.0	Bacteroidota	Bacteroidaceae
B56	bin.25	99.75	Firmicutes_A	Acutalibacteraceae
B56	bin.30	99.68529411764706	Firmicutes_A	CAG-917
B56	bin.35	99.78181818181817	Firmicutes_A	Lachnospiraceae
B56	maxbin.006_sub	99.428	Bacteroidota	Bacteroidaceae
B56	maxbin.008	99.77407407407408	Proteobacteria	CAG-239
B56	maxbin.013	99.61538461538461	Bacteroidota	UBA932
B56	maxbin.037_sub	99.75714285714284	Firmicutes_A	Lachnospiraceae
B57	11_sub	99.628125	Firmicutes_A	CAG-917
B57	1	99.5375	Firmicutes_A	Ruminococcaceae
B57	32	99.71724137931035	Bacteroidota	Bacteroidaceae
B5	73	99.76923076923077	Bacteroidota	Bacteroidaceae
B57	42	99.82173913043479	Proteobacteria	Burkholderiaceae
B57	57	99.6725	Cyanobacteria	Gastranaerophilaceae
B57	65	99.79333333333334	Firmicutes_A	Ruminococcaceae
B57	68_sub	99.83500000000001	Firmicutes_A	Lachnospiraceae
B57	bin.14	99.78181818181817	Firmicutes_A	Lachnospiraceae
B57	bin.15	99.29666666666667	Bacteroidota	Bacteroidaceae
B57	bin.16	99.75	Firmicutes_A	Acutalibacteraceae
B57	bin.17	99.77272727272727	Proteobacteria	Succinivibrionaceae
B57	bin.18	99.72631578947369	Firmicutes_A	CAG-917
B57	bin.21_sub	99.86969696969697	Firmicutes_A	Lachnospiraceae
B57	bin.34	99.62666666666665	Bacteroidota	UBA932
B57	bin.3	99.69000000000001	Elusimicrobiota	Elusimicrobiaceae
B57	bin.7_sub	99.74545454545455	Firmicutes_A	Acutalibacteraceae
B57	maxbin.003_sub	99.65	Bacteroidota	Bacteroidaceae
B57	maxbin.007	99.77857142857142	Proteobacteria	CAG-239
B5	7_sub	99.46363636363638	Firmicutes_A	Ruminococcaceae
B58	15	99.928125	Firmicutes_A	CAG-272
B58	19	99.7590909090909	Firmicutes_A	CAG-917
B58	28	99.64285714285714	Firmicutes_A	CAG-917
B58	41	99.77857142857142	Proteobacteria	CAG-239
